id,naslov,leto,leto-zacetek,leto-konec,zasluzek,glasovi,dolzina,metascore,oznaka,opis,ocena,igralci,zanri
111161,Kaznilnica odrešitve,1994,1994,1994,28341469,2483693,142,80,R,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",9.3,"[{'id': 209, 'ime': 'Tim Robbins'}, {'id': 151, 'ime': 'Morgan Freeman'}, {'id': 348409, 'ime': 'Bob Gunton'}, {'id': 6669, 'ime': 'William Sadler'}]",['Drama']
468569,Vitez teme,2008,2008,2008,534858444,2437881,152,84,PG-13,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9.0,"[{'id': 288, 'ime': 'Christian Bale'}, {'id': 5132, 'ime': 'Heath Ledger'}, {'id': 1173, 'ime': 'Aaron Eckhart'}, {'id': 323, 'ime': 'Michael Caine'}]","['Action', 'Crime', 'Drama']"
1375666,Izvor,2010,2010,2010,292576195,2187792,148,74,PG-13,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",8.8,"[{'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 330687, 'ime': 'Joseph Gordon-Levitt'}, {'id': 680983, 'ime': 'Elliot Page'}, {'id': 913822, 'ime': 'Ken Watanabe'}]","['Action', 'Adventure', 'Sci-Fi']"
137523,Klub golih pesti,1999,1999,1999,37030102,1957271,139,66,R,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,8.8,"[{'id': 93, 'ime': 'Brad Pitt'}, {'id': 1570, 'ime': 'Edward Norton'}, {'id': 1533, 'ime': 'Meat Loaf'}, {'id': 340260, 'ime': 'Zach Grenier'}]",['Drama']
110912,Šund,1994,1994,1994,107928762,1921905,154,94,R,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,"[{'id': 237, 'ime': 'John Travolta'}, {'id': 235, 'ime': 'Uma Thurman'}, {'id': 168, 'ime': 'Samuel L. Jackson'}, {'id': 246, 'ime': 'Bruce Willis'}]","['Crime', 'Drama']"
109830,Forrest Gump,1994,1994,1994,330252182,1920377,142,82,PG-13,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",8.8,"[{'id': 158, 'ime': 'Tom Hanks'}, {'id': 705, 'ime': 'Robin Wright'}, {'id': 641, 'ime': 'Gary Sinise'}, {'id': 398, 'ime': 'Sally Field'}]","['Drama', 'Romance']"
944947,Igra prestolov,2011–2019,2011,2019,,1895969,57,,,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",9.2,"[{'id': 3592338, 'ime': 'Emilia Clarke'}, {'id': 227759, 'ime': 'Peter Dinklage'}, {'id': 3229685, 'ime': 'Kit Harington'}, {'id': 372176, 'ime': 'Lena Headey'}]","['Action', 'Adventure', 'Drama']"
133093,Matrica,1999,1999,1999,171479930,1774544,136,73,R,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",8.7,"[{'id': 206, 'ime': 'Keanu Reeves'}, {'id': 401, 'ime': 'Laurence Fishburne'}, {'id': 5251, 'ime': 'Carrie-Anne Moss'}, {'id': 915989, 'ime': 'Hugo Weaving'}]","['Action', 'Sci-Fi']"
120737,Gospodar prstanov: Bratovscina prstana,2001,2001,2001,315544750,1741872,178,92,PG-13,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,8.8,"[{'id': 704, 'ime': 'Elijah Wood'}, {'id': 5212, 'ime': 'Ian McKellen'}, {'id': 89217, 'ime': 'Orlando Bloom'}, {'id': 293, 'ime': 'Sean Bean'}]","['Action', 'Adventure', 'Drama']"
167260,Gospodar prstanov: Kraljeva vrnitev,2003,2003,2003,377845905,1720529,201,94,PG-13,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,8.9,"[{'id': 704, 'ime': 'Elijah Wood'}, {'id': 1557, 'ime': 'Viggo Mortensen'}, {'id': 5212, 'ime': 'Ian McKellen'}, {'id': 89217, 'ime': 'Orlando Bloom'}]","['Action', 'Adventure', 'Drama']"
68646,Boter,1972,1972,1972,134966411,1715040,175,100,,The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,9.2,"[{'id': 8, 'ime': 'Marlon Brando'}, {'id': 199, 'ime': 'Al Pacino'}, {'id': 1001, 'ime': 'James Caan'}, {'id': 473, 'ime': 'Diane Keaton'}]","['Crime', 'Drama']"
816692,Medzvezdje,2014,2014,2014,188020017,1635286,169,74,PG-13,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,8.6,"[{'id': 190, 'ime': 'Matthew McConaughey'}, {'id': 4266, 'ime': 'Anne Hathaway'}, {'id': 1567113, 'ime': 'Jessica Chastain'}, {'id': 3237775, 'ime': 'Mackenzie Foy'}]","['Adventure', 'Drama', 'Sci-Fi']"
903747,Kriva pota,2008–2013,2008,2013,,1603393,49,,,A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine in order to secure his family's future.,9.4,"[{'id': 186505, 'ime': 'Bryan Cranston'}, {'id': 666739, 'ime': 'Aaron Paul'}, {'id': 348152, 'ime': 'Anna Gunn'}, {'id': 1336827, 'ime': 'Betsy Brandt'}]","['Crime', 'Drama', 'Thriller']"
1345836,Vzpon Viteza teme,2012,2012,2012,448139099,1588851,164,78,PG-13,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",8.4,"[{'id': 288, 'ime': 'Christian Bale'}, {'id': 362766, 'ime': 'Tom Hardy'}, {'id': 4266, 'ime': 'Anne Hathaway'}, {'id': 198, 'ime': 'Gary Oldman'}]","['Action', 'Crime']"
167261,Gospodar prstanov: stolpa,2002,2002,2002,342551365,1555497,179,87,PG-13,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",8.7,"[{'id': 704, 'ime': 'Elijah Wood'}, {'id': 5212, 'ime': 'Ian McKellen'}, {'id': 1557, 'ime': 'Viggo Mortensen'}, {'id': 89217, 'ime': 'Orlando Bloom'}]","['Action', 'Adventure', 'Drama']"
114369,Sedem,1995,1995,1995,100125643,1528926,127,65,R,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",8.6,"[{'id': 151, 'ime': 'Morgan Freeman'}, {'id': 93, 'ime': 'Brad Pitt'}, {'id': 228, 'ime': 'Kevin Spacey'}, {'id': 1825, 'ime': 'Andrew Kevin Walker'}]","['Crime', 'Drama', 'Mystery']"
1853728,Django brez okovov,2012,2012,2012,162805434,1439277,165,81,R,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",8.4,"[{'id': 4937, 'ime': 'Jamie Foxx'}, {'id': 910607, 'ime': 'Christoph Waltz'}, {'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 913488, 'ime': 'Kerry Washington'}]","['Drama', 'Western']"
172495,Gladiator,2000,2000,2000,187705427,1409027,155,67,R,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,"[{'id': 128, 'ime': 'Russell Crowe'}, {'id': 1618, 'ime': 'Joaquin Phoenix'}, {'id': 1567, 'ime': 'Connie Nielsen'}, {'id': 1657, 'ime': 'Oliver Reed'}]","['Action', 'Adventure', 'Drama']"
372784,Batman: na začetku,2005,2005,2005,206852432,1368853,140,70,PG-13,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2,"[{'id': 288, 'ime': 'Christian Bale'}, {'id': 323, 'ime': 'Michael Caine'}, {'id': 913822, 'ime': 'Ken Watanabe'}, {'id': 553, 'ime': 'Liam Neeson'}]","['Action', 'Adventure']"
361748,Neslavne barabe,2009,2009,2009,120540719,1343808,153,69,R,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.3,"[{'id': 93, 'ime': 'Brad Pitt'}, {'id': 1208167, 'ime': 'Diane Kruger'}, {'id': 744834, 'ime': 'Eli Roth'}, {'id': 491259, 'ime': 'Mélanie Laurent'}]","['Adventure', 'Drama', 'War']"
102926,Ko jagenjčki obmolknejo,1991,1991,1991,130742922,1341733,118,85,,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",8.6,"[{'id': 149, 'ime': 'Jodie Foster'}, {'id': 164, 'ime': 'Anthony Hopkins'}, {'id': 95029, 'ime': 'Lawrence A. Bonney'}, {'id': 501435, 'ime': 'Kasi Lemmons'}]","['Crime', 'Drama', 'Horror']"
848228,Maščevalci,2012,2012,2012,623279547,1315120,143,69,PG-13,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,8.0,"[{'id': 375, 'ime': 'Robert Downey Jr.'}, {'id': 262635, 'ime': 'Chris Evans'}, {'id': 424060, 'ime': 'Scarlett Johansson'}, {'id': 719637, 'ime': 'Jeremy Renner'}]","['Action', 'Adventure', 'Sci-Fi']"
120815,Reševanje vojaka Ryana,1998,1998,1998,216540909,1301229,169,91,R,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",8.6,"[{'id': 158, 'ime': 'Tom Hanks'}, {'id': 354, 'ime': 'Matt Damon'}, {'id': 1744, 'ime': 'Tom Sizemore'}, {'id': 122653, 'ime': 'Edward Burns'}]","['Drama', 'War']"
76759,Vojna zvezd: Epizoda IV - Novo upanje,1977,1977,1977,322740140,1284235,121,90,PG,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,"[{'id': 434, 'ime': 'Mark Hamill'}, {'id': 148, 'ime': 'Harrison Ford'}, {'id': 402, 'ime': 'Carrie Fisher'}, {'id': 27, 'ime': 'Alec Guinness'}]","['Action', 'Adventure', 'Fantasy']"
993846,Volk z Wall Streeta,2013,2013,2013,116900694,1278738,180,75,R,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,"[{'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 1706767, 'ime': 'Jonah Hill'}, {'id': 3053338, 'ime': 'Margot Robbie'}, {'id': 190, 'ime': 'Matthew McConaughey'}]","['Biography', 'Comedy', 'Crime']"
108052,Schindlerjev seznam,1993,1993,1993,96898818,1274655,195,94,R,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",8.9,"[{'id': 553, 'ime': 'Liam Neeson'}, {'id': 146, 'ime': 'Ralph Fiennes'}, {'id': 1426, 'ime': 'Ben Kingsley'}, {'id': 328751, 'ime': 'Caroline Goodall'}]","['Biography', 'Drama', 'History']"
482571,Skrivnostna sled,2006,2006,2006,53089891,1253568,130,66,PG-13,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,"[{'id': 288, 'ime': 'Christian Bale'}, {'id': 413168, 'ime': 'Hugh Jackman'}, {'id': 424060, 'ime': 'Scarlett Johansson'}, {'id': 323, 'ime': 'Michael Caine'}]","['Drama', 'Mystery', 'Sci-Fi']"
407887,Dvojna igra,2006,2006,2006,132384315,1248731,151,85,R,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,8.5,"[{'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 354, 'ime': 'Matt Damon'}, {'id': 197, 'ime': 'Jack Nicholson'}, {'id': 242, 'ime': 'Mark Wahlberg'}]","['Crime', 'Drama', 'Thriller']"
80684,Star Wars: Episode V - The Empire Strikes Back,1980,1980,1980,290475067,1212428,124,82,PG,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",8.7,"[{'id': 434, 'ime': 'Mark Hamill'}, {'id': 148, 'ime': 'Harrison Ford'}, {'id': 402, 'ime': 'Carrie Fisher'}, {'id': 1850, 'ime': 'Billy Dee Williams'}]","['Action', 'Adventure', 'Fantasy']"
120689,Zelena milja,1999,1999,1999,136801374,1212033,189,61,R,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",8.6,"[{'id': 158, 'ime': 'Tom Hanks'}, {'id': 3817, 'ime': 'Michael Clarke Duncan'}, {'id': 1556, 'ime': 'David Morse'}, {'id': 1372, 'ime': 'Bonnie Hunt'}]","['Crime', 'Drama', 'Fantasy']"
1130884,Zlovešči otok,2010,2010,2010,128012934,1206926,138,63,R,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",8.2,"[{'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 607865, 'ime': 'Emily Mortimer'}, {'id': 749263, 'ime': 'Mark Ruffalo'}, {'id': 1426, 'ime': 'Ben Kingsley'}]","['Mystery', 'Thriller']"
71562,"Boter, II. del",1974,1974,1974,57300000,1191221,202,90,,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",9.0,"[{'id': 199, 'ime': 'Al Pacino'}, {'id': 134, 'ime': 'Robert De Niro'}, {'id': 380, 'ime': 'Robert Duvall'}, {'id': 473, 'ime': 'Diane Keaton'}]","['Crime', 'Drama']"
209144,Memento,2000,2000,2000,25544867,1175781,113,80,R,A man with short-term memory loss attempts to track down his wife's murderer.,8.4,"[{'id': 1602, 'ime': 'Guy Pearce'}, {'id': 5251, 'ime': 'Carrie-Anne Moss'}, {'id': 1592, 'ime': 'Joe Pantoliano'}, {'id': 95478, 'ime': 'Mark Boone Junior'}]","['Mystery', 'Thriller']"
499549,Avatar,2009,2009,2009,760507625,1162430,162,83,PG-13,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.8,"[{'id': 941777, 'ime': 'Sam Worthington'}, {'id': 757855, 'ime': 'Zoe Saldana'}, {'id': 244, 'ime': 'Sigourney Weaver'}, {'id': 735442, 'ime': 'Michelle Rodriguez'}]","['Action', 'Adventure', 'Fantasy']"
88763,Vrnitev v prihodnost,1985,1985,1985,210609762,1121069,116,87,,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",8.5,"[{'id': 150, 'ime': 'Michael J. Fox'}, {'id': 502, 'ime': 'Christopher Lloyd'}, {'id': 670, 'ime': 'Lea Thompson'}, {'id': 417, 'ime': 'Crispin Glover'}]","['Adventure', 'Comedy', 'Sci-Fi']"
169547,Lepota po ameriško,1999,1999,1999,130096601,1109272,122,84,R,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,8.3,"[{'id': 228, 'ime': 'Kevin Spacey'}, {'id': 906, 'ime': 'Annette Bening'}, {'id': 301, 'ime': 'Thora Birch'}, {'id': 4747, 'ime': 'Wes Bentley'}]",['Drama']
120338,Titanik,1997,1997,1997,659325379,1101649,194,75,PG-13,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",7.8,"[{'id': 138, 'ime': 'Leonardo DiCaprio'}, {'id': 701, 'ime': 'Kate Winslet'}, {'id': 708, 'ime': 'Billy Zane'}, {'id': 870, 'ime': 'Kathy Bates'}]","['Drama', 'Romance']"
2015381,Varuhi galaksije,2014,2014,2014,333176600,1101561,121,76,PG-13,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,8.0,"[{'id': 695435, 'ime': 'Chris Pratt'}, {'id': 4874, 'ime': 'Vin Diesel'}, {'id': 177896, 'ime': 'Bradley Cooper'}, {'id': 757855, 'ime': 'Zoe Saldana'}]","['Action', 'Adventure', 'Comedy']"
7286456,Joker,2019,2019,2019,335451311,1089896,122,59,R,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",8.4,"[{'id': 1618, 'ime': 'Joaquin Phoenix'}, {'id': 134, 'ime': 'Robert De Niro'}, {'id': 5939164, 'ime': 'Zazie Beetz'}, {'id': 175814, 'ime': 'Frances Conroy'}]","['Crime', 'Drama', 'Thriller']"
110413,Léon,1994,1994,1994,19501238,1089722,110,64,R,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",8.5,"[{'id': 606, 'ime': 'Jean Reno'}, {'id': 198, 'ime': 'Gary Oldman'}, {'id': 204, 'ime': 'Natalie Portman'}, {'id': 732, 'ime': 'Danny Aiello'}]","['Action', 'Crime', 'Drama']"
99685,Dobri fantje,1990,1990,1990,46836394,1077972,146,90,,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",8.7,"[{'id': 134, 'ime': 'Robert De Niro'}, {'id': 501, 'ime': 'Ray Liotta'}, {'id': 582, 'ime': 'Joe Pesci'}, {'id': 966, 'ime': 'Lorraine Bracco'}]","['Biography', 'Crime', 'Drama']"
434409,V kot vroče maščevanje,2005,2005,2005,70511035,1072852,132,62,R,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V,"" plots to overthrow it with the help of a young woman.",8.1,"[{'id': 915989, 'ime': 'Hugo Weaving'}, {'id': 204, 'ime': 'Natalie Portman'}, {'id': 1291, 'ime': 'Rupert Graves'}, {'id': 1653, 'ime': 'Stephen Rea'}]","['Action', 'Drama', 'Sci-Fi']"
120586,Generacija X,1998,1998,1998,6719864,1072456,119,62,R,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,8.5,"[{'id': 1570, 'ime': 'Edward Norton'}, {'id': 411, 'ime': 'Edward Furlong'}, {'id': 350, 'ime': ""Beverly D'Angelo""}, {'id': 497, 'ime': 'Jennifer Lien'}]",['Drama']
266697,Ubila bom Billa 1,2003,2003,2003,70099045,1053112,111,69,R,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.1,"[{'id': 235, 'ime': 'Uma Thurman'}, {'id': 1016, 'ime': 'David Carradine'}, {'id': 435, 'ime': 'Daryl Hannah'}, {'id': 514, 'ime': 'Michael Madsen'}]","['Action', 'Crime', 'Drama']"
325980,Pirati s Karibov: prekletstvo črnega bisera,2003,2003,2003,305413918,1049879,143,63,PG-13,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",8.0,"[{'id': 136, 'ime': 'Johnny Depp'}, {'id': 1691, 'ime': 'Geoffrey Rush'}, {'id': 89217, 'ime': 'Orlando Bloom'}, {'id': 461136, 'ime': 'Keira Knightley'}]","['Action', 'Adventure', 'Fantasy']"
910970,Wall-E,2008,2008,2008,223808164,1048949,98,95,,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,"[{'id': 123785, 'ime': 'Ben Burtt'}, {'id': 2264184, 'ime': 'Elissa Knight'}, {'id': 307531, 'ime': 'Jeff Garlin'}, {'id': 929609, 'ime': 'Fred Willard'}]","['Animation', 'Adventure', 'Family']"
103064,Terminator 2 - Sodni dan,1991,1991,1991,204843350,1039459,137,75,R,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",8.5,"[{'id': 216, 'ime': 'Arnold Schwarzenegger'}, {'id': 157, 'ime': 'Linda Hamilton'}, {'id': 411, 'ime': 'Edward Furlong'}, {'id': 1598, 'ime': 'Robert Patrick'}]","['Action', 'Sci-Fi']"
114814,Osumljenih pet,1995,1995,1995,23341568,1034296,106,77,R,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",8.5,"[{'id': 228, 'ime': 'Kevin Spacey'}, {'id': 321, 'ime': 'Gabriel Byrne'}, {'id': 1590, 'ime': 'Chazz Palminteri'}, {'id': 286, 'ime': 'Stephen Baldwin'}]","['Crime', 'Drama', 'Mystery']"
120382,Trumanov show,1998,1998,1998,125618201,997010,103,90,PG,An insurance salesman discovers his whole life is actually a reality TV show.,8.1,"[{'id': 120, 'ime': 'Jim Carrey'}, {'id': 438, 'ime': 'Ed Harris'}, {'id': 1473, 'ime': 'Laura Linney'}, {'id': 1187, 'ime': 'Noah Emmerich'}]","['Comedy', 'Drama']"
112573,Pogumno srce,1995,1995,1995,75600000,993187,178,68,R,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.3,"[{'id': 154, 'ime': 'Mel Gibson'}, {'id': 521, 'ime': 'Sophie Marceau'}, {'id': 1526, 'ime': 'Patrick McGoohan'}, {'id': 5171, 'ime': 'Angus Macfadyen'}]","['Biography', 'Drama', 'History']"
86190,Vojna zvezd: Epizoda VI - Vrnitev jedija,1983,1983,1983,309125409,992014,131,58,PG,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",8.3,"[{'id': 434, 'ime': 'Mark Hamill'}, {'id': 148, 'ime': 'Harrison Ford'}, {'id': 402, 'ime': 'Carrie Fisher'}, {'id': 1850, 'ime': 'Billy Dee Williams'}]","['Action', 'Adventure', 'Fantasy']"
371746,Iron Man,2008,2008,2008,318412101,990495,126,79,PG-13,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",7.9,"[{'id': 375, 'ime': 'Robert Downey Jr.'}, {'id': 569, 'ime': 'Gwyneth Paltrow'}, {'id': 5024, 'ime': 'Terrence Howard'}, {'id': 313, 'ime': 'Jeff Bridges'}]","['Action', 'Adventure', 'Sci-Fi']"
110357,The Lion King,1994,1994,1994,422783777,990053,88,88,G,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,"[{'id': 111, 'ime': 'Matthew Broderick'}, {'id': 460, 'ime': 'Jeremy Irons'}, {'id': 469, 'ime': 'James Earl Jones'}, {'id': 155, 'ime': 'Whoopi Goldberg'}]","['Animation', 'Adventure', 'Drama']"
266543,Reševanje malega Nema,2003,2003,2003,380843261,989135,100,90,,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.1,"[{'id': 983, 'ime': 'Albert Brooks'}, {'id': 1122, 'ime': 'Ellen DeGeneres'}, {'id': 1071252, 'ime': 'Alexander Gould'}, {'id': 353, 'ime': 'Willem Dafoe'}]","['Animation', 'Adventure', 'Comedy']"
1049413,V višave,2009,2009,2009,293004164,981575,96,88,PG,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.2,"[{'id': 799, 'ime': 'Ed Asner'}, {'id': 2973712, 'ime': 'Jordan Nagai'}, {'id': 1652, 'ime': 'John Ratzenberger'}, {'id': 1626, 'ime': 'Christopher Plummer'}]","['Animation', 'Adventure', 'Comedy']"
105236,Stekli psi,1992,1992,1992,2832029,963874,99,79,R,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,"[{'id': 172, 'ime': 'Harvey Keitel'}, {'id': 619, 'ime': 'Tim Roth'}, {'id': 514, 'ime': 'Michael Madsen'}, {'id': 1606, 'ime': 'Chris Penn'}]","['Crime', 'Drama', 'Thriller']"
73486,Let nad kukavičjim gnezdom,1975,1975,1975,112000000,959114,133,84,,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",8.7,"[{'id': 197, 'ime': 'Jack Nicholson'}, {'id': 1221, 'ime': 'Louise Fletcher'}, {'id': 77720, 'ime': 'Michael Berryman'}, {'id': 110480, 'ime': 'Peter Brocco'}]",['Drama']
1431045,Deadpool,2016,2016,2016,363070709,956872,108,65,R,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",8.0,"[{'id': 5351, 'ime': 'Ryan Reynolds'}, {'id': 1072555, 'ime': 'Morena Baccarin'}, {'id': 2554352, 'ime': 'T.J. Miller'}, {'id': 4534098, 'ime': 'Ed Skrein'}]","['Action', 'Adventure', 'Comedy']"
4154796,Maščevalci: zaključek,2019,2019,2019,858373000,956594,181,78,PG-13,"After the devastating events of Ma&scaron;&#269;evalci: Brezmejna vojna (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",8.4,"[{'id': 375, 'ime': 'Robert Downey Jr.'}, {'id': 262635, 'ime': 'Chris Evans'}, {'id': 749263, 'ime': 'Mark Ruffalo'}, {'id': 1165110, 'ime': 'Chris Hemsworth'}]","['Action', 'Adventure', 'Drama']"
338013,Večno sonce brezmadežnega uma,2004,2004,2004,34400301,953788,108,89,R,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",8.3,"[{'id': 120, 'ime': 'Jim Carrey'}, {'id': 701, 'ime': 'Kate Winslet'}, {'id': 929489, 'ime': 'Tom Wilkinson'}, {'id': 4423, 'ime': 'Gerry Robert Byrne'}]","['Drama', 'Romance', 'Sci-Fi']"
81505,Izžarevanje,1980,1980,1980,44017374,952374,146,66,R,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",8.4,"[{'id': 197, 'ime': 'Jack Nicholson'}, {'id': 1167, 'ime': 'Shelley Duvall'}, {'id': 515950, 'ime': 'Danny Lloyd'}, {'id': 1079, 'ime': 'Scatman Crothers'}]","['Drama', 'Horror']"
167404,Šesti čut,1999,1999,1999,293506292,947147,107,64,PG-13,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",8.1,"[{'id': 246, 'ime': 'Bruce Willis'}, {'id': 5286, 'ime': 'Haley Joel Osment'}, {'id': 1057, 'ime': 'Toni Collette'}, {'id': 931404, 'ime': 'Olivia Williams'}]","['Drama', 'Mystery', 'Thriller']"
4154756,Maščevalci: Brezmejna vojna,2018,2018,2018,678815482,937549,149,68,PG-13,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,8.4,"[{'id': 375, 'ime': 'Robert Downey Jr.'}, {'id': 1165110, 'ime': 'Chris Hemsworth'}, {'id': 749263, 'ime': 'Mark Ruffalo'}, {'id': 262635, 'ime': 'Chris Evans'}]","['Action', 'Adventure', 'Sci-Fi']"
1392190,Pobesneli Max: cesta besa,2015,2015,2015,154058340,935283,120,90,R,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",8.1,"[{'id': 362766, 'ime': 'Tom Hardy'}, {'id': 234, 'ime': 'Charlize Theron'}, {'id': 396558, 'ime': 'Nicholas Hoult'}, {'id': 2368789, 'ime': 'Zoë Kravitz'}]","['Action', 'Adventure', 'Sci-Fi']"
