id,naslov,leto,leto-zacetek,leto-konec,zasluzek,glasovi,dolzina,metascore,oznaka,opis,ocena,igralci,zanri
120685,Godzila,1998,1998,1998,136314294,188775,139,32,PG-13,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,5.4,"[{'id': 111, 'ime': 'Matthew Broderick'}, {'id': 606, 'ime': 'Jean Reno'}, {'id': 1623, 'ime': 'Maria Pitillo'}, {'id': 279, 'ime': 'Hank Azaria'}]","['Action', 'Sci-Fi', 'Thriller']"
338348,Polarni vlak,2004,2004,2004,183373735,188773,100,61,,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",6.6,"[{'id': 158, 'ime': 'Tom Hanks'}, {'id': 178875, 'ime': 'Chris Coppola'}, {'id': 5052, 'ime': 'Michael Jeter'}, {'id': 366667, 'ime': 'Leslie Zemeckis'}]","['Animation', 'Adventure', 'Comedy']"
118571,Ugrabitev,1997,1997,1997,172956409,188657,124,61,R,"Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.",6.5,"[{'id': 148, 'ime': 'Harrison Ford'}, {'id': 198, 'ime': 'Gary Oldman'}, {'id': 335, 'ime': 'Glenn Close'}, {'id': 187724, 'ime': 'Wendy Crewson'}]","['Action', 'Drama', 'Thriller']"
461770,Začarana,2007,2007,2007,127807262,188643,107,75,PG,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",7.0,"[{'id': 10736, 'ime': 'Amy Adams'}, {'id': 215, 'ime': 'Susan Sarandon'}, {'id': 5188, 'ime': 'James Marsden'}, {'id': 1131, 'ime': 'Patrick Dempsey'}]","['Animation', 'Adventure', 'Comedy']"
120347,James Bond - Jutri nikoli ne umre,1997,1997,1997,125332007,188621,119,52,PG-13,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,6.5,"[{'id': 112, 'ime': 'Pierce Brosnan'}, {'id': 596, 'ime': 'Jonathan Pryce'}, {'id': 706, 'ime': 'Michelle Yeoh'}, {'id': 159, 'ime': 'Teri Hatcher'}]","['Action', 'Adventure', 'Thriller']"
362270,Zivljenje pod vodo,2004,2004,2004,24006726,188368,119,62,R,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",7.3,"[{'id': 195, 'ime': 'Bill Murray'}, {'id': 5562, 'ime': 'Owen Wilson'}, {'id': 1378, 'ime': 'Anjelica Huston'}, {'id': 949, 'ime': 'Cate Blanchett'}]","['Action', 'Adventure', 'Comedy']"
50825,Steze slave,1957,1957,1957,,188243,88,90,,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",8.4,"[{'id': 18, 'ime': 'Kirk Douglas'}, {'id': 576127, 'ime': 'Ralph Meeker'}, {'id': 579663, 'ime': 'Adolphe Menjou'}, {'id': 534317, 'ime': 'George Macready'}]","['Drama', 'War']"
3011894,Relatos salvajes,2014,2014,2014,3107072,188139,122,77,R,Six short stories that explore the extremities of human behavior involving people in distress.,8.1,"[{'id': 334882, 'ime': 'Darío Grandinetti'}, {'id': 555404, 'ime': 'María Marull'}, {'id': 897640, 'ime': 'Mónica Villa'}, {'id': 823435, 'ime': 'Diego Starosta'}]","['Comedy', 'Drama', 'Thriller']"
117998,Twister,1996,1996,1996,241721524,187888,113,68,,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",6.4,"[{'id': 166, 'ime': 'Helen Hunt'}, {'id': 200, 'ime': 'Bill Paxton'}, {'id': 144, 'ime': 'Cary Elwes'}, {'id': 415, 'ime': 'Jami Gertz'}]","['Action', 'Adventure', 'Thriller']"
1013743,Kot noc in dan,2010,2010,2010,76423035,187789,109,46,PG-13,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,6.3,"[{'id': 129, 'ime': 'Tom Cruise'}, {'id': 139, 'ime': 'Cameron Diaz'}, {'id': 765597, 'ime': 'Peter Sarsgaard'}, {'id': 3244, 'ime': 'Jordi Mollà'}]","['Action', 'Adventure', 'Comedy']"
829150,Drakula: Skrita zgodba,2014,2014,2014,56280355,187623,92,40,PG-13,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",6.3,"[{'id': 1812656, 'ime': 'Luke Evans'}, {'id': 1002641, 'ime': 'Dominic Cooper'}, {'id': 300589, 'ime': 'Sarah Gadon'}, {'id': 3280686, 'ime': 'Art Parkinson'}]","['Action', 'Drama', 'Fantasy']"
195685,Erin Brockovich,2000,2000,2000,125595205,187561,131,73,R,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,7.4,"[{'id': 210, 'ime': 'Julia Roberts'}, {'id': 1215, 'ime': 'Albert Finney'}, {'id': 109773, 'ime': 'David Brisbin'}, {'id': 225767, 'ime': 'Dawn Didawick'}]","['Biography', 'Drama']"
4555426,Najtemnejša ura,2017,2017,2017,56468410,187410,125,75,PG-13,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",7.4,"[{'id': 198, 'ime': 'Gary Oldman'}, {'id': 4141252, 'ime': 'Lily James'}, {'id': 218, 'ime': 'Kristin Scott Thomas'}, {'id': 578853, 'ime': 'Ben Mendelsohn'}]","['Biography', 'Drama', 'War']"
489270,Zaga lll,2006,2006,2006,80238724,186952,108,48,R,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,6.2,"[{'id': 68551, 'ime': 'Tobin Bell'}, {'id': 809938, 'ime': 'Shawnee Smith'}, {'id': 5171, 'ime': 'Angus Macfadyen'}, {'id': 1587232, 'ime': 'Bahar Soomekh'}]","['Crime', 'Horror', 'Mystery']"
268126,Prilagajanje,2002,2002,2002,22245861,186802,115,83,R,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,7.7,"[{'id': 115, 'ime': 'Nicolas Cage'}, {'id': 658, 'ime': 'Meryl Streep'}, {'id': 177933, 'ime': 'Chris Cooper'}, {'id': 842770, 'ime': 'Tilda Swinton'}]","['Comedy', 'Drama']"
5083738,Najljubsa,2018,2018,2018,34366783,186554,119,91,R,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",7.5,"[{'id': 1469236, 'ime': 'Olivia Colman'}, {'id': 1297015, 'ime': 'Emma Stone'}, {'id': 1838, 'ime': 'Rachel Weisz'}, {'id': 396558, 'ime': 'Nicholas Hoult'}]","['Biography', 'Comedy', 'Drama']"
1078912,Noč v muzeju 2,2009,2009,2009,177243721,186520,105,42,PG,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",6.0,"[{'id': 1774, 'ime': 'Ben Stiller'}, {'id': 5562, 'ime': 'Owen Wilson'}, {'id': 10736, 'ime': 'Amy Adams'}, {'id': 279, 'ime': 'Hank Azaria'}]","['Adventure', 'Comedy', 'Family']"
102798,Robin Hood - princ tatov,1991,1991,1991,165500000,186404,143,51,,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",6.9,"[{'id': 126, 'ime': 'Kevin Costner'}, {'id': 151, 'ime': 'Morgan Freeman'}, {'id': 1512, 'ime': 'Mary Elizabeth Mastrantonio'}, {'id': 225, 'ime': 'Christian Slater'}]","['Action', 'Adventure', 'Drama']"
139134,Podle igre,1999,1999,1999,38328567,186216,97,56,R,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,6.8,"[{'id': 1264, 'ime': 'Sarah Michelle Gellar'}, {'id': 202, 'ime': 'Ryan Phillippe'}, {'id': 702, 'ime': 'Reese Witherspoon'}, {'id': 4757, 'ime': 'Selma Blair'}]","['Drama', 'Romance']"
98936,Twin Peaks,1990–1991,1990,1991,,186162,47,,,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,8.8,"[{'id': 1492, 'ime': 'Kyle MacLachlan'}, {'id': 648920, 'ime': 'Michael Ontkean'}, {'id': 749, 'ime': 'Mädchen Amick'}, {'id': 796, 'ime': 'Dana Ashbrook'}]","['Crime', 'Drama', 'Mystery']"
2446042,Ugrabljena 3,2014,2014,2014,89256424,186155,108,26,PG-13,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.",6.0,"[{'id': 553, 'ime': 'Liam Neeson'}, {'id': 1845, 'ime': 'Forest Whitaker'}, {'id': 1192254, 'ime': 'Maggie Grace'}, {'id': 463, 'ime': 'Famke Janssen'}]","['Action', 'Crime', 'Thriller']"
375063,Stranpota,2004,2004,2004,71503593,185946,127,94,R,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",7.5,"[{'id': 316079, 'ime': 'Paul Giamatti'}, {'id': 2006, 'ime': 'Thomas Haden Church'}, {'id': 515, 'ime': 'Virginia Madsen'}, {'id': 644897, 'ime': 'Sandra Oh'}]","['Comedy', 'Drama', 'Romance']"
1872194,Sodnik,2014,2014,2014,47119388,185876,141,48,R,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",7.4,"[{'id': 375, 'ime': 'Robert Downey Jr.'}, {'id': 380, 'ime': 'Robert Duvall'}, {'id': 267812, 'ime': 'Vera Farmiga'}, {'id': 671, 'ime': 'Billy Bob Thornton'}]","['Crime', 'Drama']"
1646987,Bes Titanov,2012,2012,2012,83670083,185744,99,37,PG-13,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",5.7,"[{'id': 941777, 'ime': 'Sam Worthington'}, {'id': 553, 'ime': 'Liam Neeson'}, {'id': 683253, 'ime': 'Rosamund Pike'}, {'id': 146, 'ime': 'Ralph Fiennes'}]","['Action', 'Adventure', 'Fantasy']"
2406566,Atomska blondinka,2017,2017,2017,51687870,185576,115,63,R,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,6.7,"[{'id': 234, 'ime': 'Charlize Theron'}, {'id': 564215, 'ime': 'James McAvoy'}, {'id': 422, 'ime': 'John Goodman'}, {'id': 550371, 'ime': 'Eddie Marsan'}]","['Action', 'Thriller']"
2053463,Side Effects,2013,2013,2013,32172757,185136,106,75,R,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,7.1,"[{'id': 1913734, 'ime': 'Rooney Mara'}, {'id': 1475594, 'ime': 'Channing Tatum'}, {'id': 179, 'ime': 'Jude Law'}, {'id': 1876, 'ime': 'Catherine Zeta-Jones'}]","['Crime', 'Drama', 'Mystery']"
1312171,The Umbrella Academy,2019–,2019,2022,,185016,60,,,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",8.0,"[{'id': 680983, 'ime': 'Elliot Page'}, {'id': 2584392, 'ime': 'Tom Hopper'}, {'id': 3244078, 'ime': 'David Castañeda'}, {'id': 8287501, 'ime': 'Emmy Raver-Lampman'}]","['Action', 'Adventure', 'Comedy']"
1700841,Upor klobasic,2016,2016,2016,97685686,185000,89,66,R,A sausage strives to discover the truth about his existence.,6.1,"[{'id': 736622, 'ime': 'Seth Rogen'}, {'id': 1325419, 'ime': 'Kristen Wiig'}, {'id': 1706767, 'ime': 'Jonah Hill'}, {'id': 8533, 'ime': 'Alistair Abell'}]","['Animation', 'Adventure', 'Comedy']"
241303,Čokolada,2000,2000,2000,71509363,184843,121,64,PG-13,A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community.,7.2,"[{'id': 300, 'ime': 'Juliette Binoche'}, {'id': 1132, 'ime': 'Judi Dench'}, {'id': 547, 'ime': 'Alfred Molina'}, {'id': 5251, 'ime': 'Carrie-Anne Moss'}]","['Drama', 'Romance']"
116209,Angleski pacient,1996,1996,1996,78651430,184830,162,87,R,"At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",7.4,"[{'id': 146, 'ime': 'Ralph Fiennes'}, {'id': 300, 'ime': 'Juliette Binoche'}, {'id': 353, 'ime': 'Willem Dafoe'}, {'id': 218, 'ime': 'Kristin Scott Thomas'}]","['Drama', 'Romance', 'War']"
101540,Rt strahu,1991,1991,1991,79100000,184454,128,73,R,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",7.3,"[{'id': 134, 'ime': 'Robert De Niro'}, {'id': 560, 'ime': 'Nick Nolte'}, {'id': 1448, 'ime': 'Jessica Lange'}, {'id': 496, 'ime': 'Juliette Lewis'}]","['Crime', 'Thriller']"
3228774,Kruela,2021,2021,2021,,184333,134,59,PG-13,A live-action prequel feature film following a young Cruella de Vil.,7.4,"[{'id': 1297015, 'ime': 'Emma Stone'}, {'id': 668, 'ime': 'Emma Thompson'}, {'id': 2181128, 'ime': 'Joel Fry'}, {'id': 3236159, 'ime': 'Paul Walter Hauser'}]","['Adventure', 'Comedy', 'Crime']"
1617661,Jupiter v vzponu,2015,2015,2015,47387723,184171,127,40,PG-13,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,5.3,"[{'id': 1475594, 'ime': 'Channing Tatum'}, {'id': 5109, 'ime': 'Mila Kunis'}, {'id': 1519666, 'ime': 'Eddie Redmayne'}, {'id': 293, 'ime': 'Sean Bean'}]","['Action', 'Adventure', 'Sci-Fi']"
120630,Chicken Run,2000,2000,2000,106834564,184051,84,88,,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.",7.0,"[{'id': 154, 'ime': 'Mel Gibson'}, {'id': 768018, 'ime': 'Julia Sawalha'}, {'id': 200057, 'ime': 'Phil Daniels'}, {'id': 272521, 'ime': 'Lynn Ferguson'}]","['Animation', 'Adventure', 'Comedy']"
2557490,Kako ne umreti na Zahodu,2014,2014,2014,43139300,183897,116,44,R,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",6.1,"[{'id': 532235, 'ime': 'Seth MacFarlane'}, {'id': 234, 'ime': 'Charlize Theron'}, {'id': 553, 'ime': 'Liam Neeson'}, {'id': 1086543, 'ime': 'Amanda Seyfried'}]","['Comedy', 'Western']"
385752,Zlati kompas,2007,2007,2007,70107728,183828,113,51,PG-13,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",6.1,"[{'id': 173, 'ime': 'Nicole Kidman'}, {'id': 185819, 'ime': 'Daniel Craig'}, {'id': 2301950, 'ime': 'Dakota Blue Richards'}, {'id': 2036501, 'ime': 'Ben Walker'}]","['Adventure', 'Family', 'Fantasy']"
111282,Zvezdna vrata,1994,1994,1994,71565669,183393,116,42,PG-13,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",7.1,"[{'id': 621, 'ime': 'Kurt Russell'}, {'id': 652, 'ime': 'James Spader'}, {'id': 1109, 'ime': 'Jaye Davidson'}, {'id': 511798, 'ime': 'Viveca Lindfors'}]","['Action', 'Adventure', 'Sci-Fi']"
814255,Percy Jackson in olimpijci - kradljivec strele,2010,2010,2010,88761720,183066,118,47,PG,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,5.9,"[{'id': 503567, 'ime': 'Logan Lerman'}, {'id': 571727, 'ime': 'Kevin McKidd'}, {'id': 176869, 'ime': 'Steve Coogan'}, {'id': 1040365, 'ime': 'Brandon T. Jackson'}]","['Adventure', 'Family', 'Fantasy']"
1606375,Downton Abbey,2010–2015,2010,2015,,183012,58,,,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,8.7,"[{'id': 95017, 'ime': 'Hugh Bonneville'}, {'id': 517642, 'ime': 'Phyllis Logan'}, {'id': 1527, 'ime': 'Elizabeth McGovern'}, {'id': 185354, 'ime': 'Brendan Coyle'}]","['Drama', 'Romance']"
160127,Charlie's Angels,2000,2000,2000,125305545,182787,98,52,PG-13,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",5.6,"[{'id': 139, 'ime': 'Cameron Diaz'}, {'id': 106, 'ime': 'Drew Barrymore'}, {'id': 5154, 'ime': 'Lucy Liu'}, {'id': 195, 'ime': 'Bill Murray'}]","['Action', 'Adventure', 'Comedy']"
1059786,Na muhi,2008,2008,2008,101111837,182686,118,43,PG-13,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",6.6,"[{'id': 479471, 'ime': 'Shia LaBeouf'}, {'id': 1157358, 'ime': 'Michelle Monaghan'}, {'id': 206257, 'ime': 'Rosario Dawson'}, {'id': 4821, 'ime': 'Michael Chiklis'}]","['Action', 'Mystery', 'Thriller']"
58150,Goldfinger,1964,1964,1964,51081062,182553,110,87,PG,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",7.7,"[{'id': 125, 'ime': 'Sean Connery'}, {'id': 2085, 'ime': 'Gert Fröbe'}, {'id': 303, 'ime': 'Honor Blackman'}, {'id': 247881, 'ime': 'Shirley Eaton'}]","['Action', 'Adventure', 'Thriller']"
418763,Marinec,2005,2005,2005,62658220,182544,125,58,R,"A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.",7.0,"[{'id': 350453, 'ime': 'Jake Gyllenhaal'}, {'id': 4937, 'ime': 'Jamie Foxx'}, {'id': 85407, 'ime': 'Lucas Black'}, {'id': 531924, 'ime': 'Scott MacDonald'}]","['Action', 'Biography', 'Drama']"
84602,Rocky III,1982,1982,1982,125049125,182451,99,57,,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy.",6.8,"[{'id': 230, 'ime': 'Sylvester Stallone'}, {'id': 1735, 'ime': 'Talia Shire'}, {'id': 949350, 'ime': 'Burt Young'}, {'id': 1835, 'ime': 'Carl Weathers'}]","['Drama', 'Sport']"
244244,Operacija Mecarica,2001,2001,2001,69772969,182378,99,32,R,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",6.5,"[{'id': 237, 'ime': 'John Travolta'}, {'id': 413168, 'ime': 'Hugh Jackman'}, {'id': 932, 'ime': 'Halle Berry'}, {'id': 332, 'ime': 'Don Cheadle'}]","['Action', 'Crime', 'Thriller']"
352248,Cinderella Man: Legenda o bojevniku,2005,2005,2005,61649911,182137,144,69,PG-13,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",8.0,"[{'id': 128, 'ime': 'Russell Crowe'}, {'id': 250, 'ime': 'Renée Zellweger'}, {'id': 81572, 'ime': 'Craig Bierko'}, {'id': 316079, 'ime': 'Paul Giamatti'}]","['Biography', 'Drama', 'History']"
8936646,Extraction,2020,2020,2020,,182036,116,56,R,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.",6.7,"[{'id': 1165110, 'ime': 'Chris Hemsworth'}, {'id': 11523062, 'ime': 'Bryon Lerum'}, {'id': 11523063, 'ime': 'Ryder Lerum'}, {'id': 7287299, 'ime': 'Rudhraksh Jaiswal'}]","['Action', 'Thriller']"
986264,Taare Zameen Par,2007,2007,2007,1223869,181997,165,,PG,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",8.4,"[{'id': 2594301, 'ime': 'Darsheel Safary'}, {'id': 451148, 'ime': 'Aamir Khan'}, {'id': 1538116, 'ime': 'Tisca Chopra'}, {'id': 1479650, 'ime': 'Vipin Sharma'}]","['Drama', 'Family']"
129167,Zelezni velikan,1999,1999,1999,23159305,181915,86,85,PG,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,8.0,"[{'id': 547349, 'ime': 'Eli Marienthal'}, {'id': 1065, 'ime': 'Harry Connick Jr.'}, {'id': 98, 'ime': 'Jennifer Aniston'}, {'id': 4874, 'ime': 'Vin Diesel'}]","['Animation', 'Action', 'Adventure']"
1596350,To je vojna!,2012,2012,2012,54760791,181860,103,31,PG-13,C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,6.3,"[{'id': 702, 'ime': 'Reese Witherspoon'}, {'id': 1517976, 'ime': 'Chris Pine'}, {'id': 362766, 'ime': 'Tom Hardy'}, {'id': 1709, 'ime': 'Til Schweiger'}]","['Action', 'Comedy', 'Romance']"
462322,Grindhouse,2007,2007,2007,25037897,181798,191,77,R,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,7.5,"[{'id': 621, 'ime': 'Kurt Russell'}, {'id': 535, 'ime': 'Rose McGowan'}, {'id': 1803, 'ime': 'Danny Trejo'}, {'id': 1057928, 'ime': 'Zoë Bell'}]","['Action', 'Horror', 'Thriller']"
455590,Zadnji skotski kralj,2006,2006,2006,17605861,181631,123,74,R,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,7.7,"[{'id': 564215, 'ime': 'James McAvoy'}, {'id': 1845, 'ime': 'Forest Whitaker'}, {'id': 96, 'ime': 'Gillian Anderson'}, {'id': 913488, 'ime': 'Kerry Washington'}]","['Biography', 'Drama', 'History']"
756683,The Man from Earth,2007,2007,2007,,181617,87,,,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,7.9,"[{'id': 807900, 'ime': 'David Lee Smith'}, {'id': 865302, 'ime': 'Tony Todd'}, {'id': 82517, 'ime': 'John Billingsley'}, {'id': 186761, 'ime': 'Ellen Crawford'}]","['Drama', 'Fantasy', 'Mystery']"
2316411,Enemy,2013,2013,2013,1007088,181290,91,61,R,A man seeks out his exact look-alike after spotting him in a movie.,6.9,"[{'id': 350453, 'ime': 'Jake Gyllenhaal'}, {'id': 491259, 'ime': 'Mélanie Laurent'}, {'id': 300589, 'ime': 'Sarah Gadon'}, {'id': 618, 'ime': 'Isabella Rossellini'}]","['Drama', 'Mystery', 'Thriller']"
94012,Vesoljske žoge,1987,1987,1987,38119483,181232,96,46,,A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.,7.1,"[{'id': 316, 'ime': 'Mel Brooks'}, {'id': 1006, 'ime': 'John Candy'}, {'id': 1548, 'ime': 'Rick Moranis'}, {'id': 597, 'ime': 'Bill Pullman'}]","['Adventure', 'Comedy', 'Sci-Fi']"
120863,Tanka rdeca crta,1998,1998,1998,36400491,181150,170,78,R,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",7.6,"[{'id': 1029, 'ime': 'Jim Caviezel'}, {'id': 576, 'ime': 'Sean Penn'}, {'id': 560, 'ime': 'Nick Nolte'}, {'id': 9716, 'ime': 'Kirk Acevedo'}]","['Drama', 'History', 'War']"
106856,Prosti pad,1993,1993,1993,40903593,181136,113,56,R,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,7.6,"[{'id': 140, 'ime': 'Michael Douglas'}, {'id': 380, 'ime': 'Robert Duvall'}, {'id': 1347, 'ime': 'Barbara Hershey'}, {'id': 1797, 'ime': 'Rachel Ticotin'}]","['Action', 'Crime', 'Drama']"
56869,Ptiči,1963,1963,1963,11403529,180859,119,90,,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,7.7,"[{'id': 1792, 'ime': 'Rod Taylor'}, {'id': 1335, 'ime': 'Tippi Hedren'}, {'id': 1788, 'ime': 'Jessica Tandy'}, {'id': 687189, 'ime': 'Suzanne Pleshette'}]","['Drama', 'Horror', 'Mystery']"
2345759,Mumija,2017,2017,2017,80101125,180253,111,34,PG-13,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",5.4,"[{'id': 129, 'ime': 'Tom Cruise'}, {'id': 1154749, 'ime': 'Sofia Boutella'}, {'id': 1834115, 'ime': 'Annabelle Wallis'}, {'id': 128, 'ime': 'Russell Crowe'}]","['Action', 'Adventure', 'Fantasy']"
979432,Imperij pregrehe,2010–2014,2010,2014,,179951,55,,,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.,8.5,"[{'id': 114, 'ime': 'Steve Buscemi'}, {'id': 531808, 'ime': 'Kelly Macdonald'}, {'id': 788335, 'ime': 'Michael Shannon'}, {'id': 924154, 'ime': 'Shea Whigham'}]","['Crime', 'Drama', 'History']"
3631112,Dekle na vlaku,2016,2016,2016,75395035,179672,112,48,R,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,6.5,"[{'id': 1289434, 'ime': 'Emily Blunt'}, {'id': 2247245, 'ime': 'Haley Bennett'}, {'id': 272581, 'ime': 'Rebecca Ferguson'}, {'id': 857620, 'ime': 'Justin Theroux'}]","['Crime', 'Drama', 'Mystery']"
183790,Vitezova usoda,2001,2001,2001,56569702,179608,132,56,PG-13,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",6.9,"[{'id': 5132, 'ime': 'Heath Ledger'}, {'id': 4692, 'ime': 'Mark Addy'}, {'id': 1722, 'ime': 'Rufus Sewell'}, {'id': 815370, 'ime': 'Shannyn Sossamon'}]","['Action', 'Adventure', 'Romance']"
1213641,First Man,2018,2018,2018,44936545,179546,141,84,PG-13,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",7.3,"[{'id': 331516, 'ime': 'Ryan Gosling'}, {'id': 2946516, 'ime': 'Claire Foy'}, {'id': 164809, 'ime': 'Jason Clarke'}, {'id': 151419, 'ime': 'Kyle Chandler'}]","['Biography', 'Drama', 'History']"
276751,Vse o fantu,2002,2002,2002,41385278,179507,101,75,PG-13,"A cynical, immature young man is taught how to act like a grown-up by a little boy.",7.1,"[{'id': 424, 'ime': 'Hugh Grant'}, {'id': 396558, 'ime': 'Nicholas Hoult'}, {'id': 1057, 'ime': 'Toni Collette'}, {'id': 806527, 'ime': 'Sharon Small'}]","['Comedy', 'Drama', 'Romance']"
452046,Zlocinski um,2005–2020,2005,2020,,179460,42,,,"The cases of the F.B.I. Behavioral Analysis Unit (B.A.U.), an elite group of profilers who analyze the nation's most dangerous serial killers and individual heinous crimes in an effort to anticipate their next moves before they strike again.",8.1,"[{'id': 1131557, 'ime': 'Matthew Gray Gubler'}, {'id': 1494536, 'ime': 'Kirsten Vangsness'}, {'id': 176882, 'ime': 'A.J. Cook'}, {'id': 1505, 'ime': 'Joe Mantegna'}]","['Crime', 'Drama', 'Mystery']"
