film,oseba,vloga,mesto
150377,171,I,1
150377,169,I,2
150377,339304,I,3
150377,918573,I,4
150662,197164,I,1
150662,510275,I,2
150662,137907,I,3
150662,751798,I,4
151137,170,I,1
151137,518,I,2
151137,12683,I,3
151137,19336,I,4
151568,980,I,1
151568,179680,I,2
151568,2077,I,3
151568,810058,I,4
151738,106,I,1
151738,274,I,2
151738,890232,I,3
151738,788340,I,4
152930,618651,I,1
152930,225899,I,2
152930,182839,I,3
152930,332659,I,4
154061,191906,I,1
154061,444786,I,2
154061,16141,I,3
154061,921942,I,4
154420,860947,I,1
154420,605786,I,2
154420,488917,I,3
154420,824785,I,4
154421,433697,I,1
154421,16850,I,2
154421,368482,I,3
154421,527937,I,4
154506,857458,I,1
154506,369918,I,2
154506,751301,I,3
154506,634297,I,4
155267,112,I,1
155267,623,I,2
155267,1459,I,3
155267,1262,I,4
155776,535,I,1
155776,1261,I,2
155776,4748,I,3
155776,4301,I,4
156812,5260,I,1
156812,102,I,2
156812,178,I,3
156812,5561,I,4
156887,412585,I,1
156887,559551,I,2
156887,875320,I,3
156887,959991,I,4
157016,619600,I,1
157016,502133,I,2
157016,656803,I,3
157016,41626,I,4
157246,5202,I,1
157246,5226,I,2
157246,5259,I,3
157246,5003,I,4
157262,558,I,1
157262,935807,I,2
157262,339619,I,3
157262,250718,I,4
158552,1061,I,1
158552,192,I,2
158552,470182,I,3
158552,535,I,4
158622,4692,I,1
158622,286,I,2
158622,5060,I,3
158622,5105,I,4
158714,435299,I,1
158714,475910,I,2
158714,197379,I,3
158714,15128,I,4
158983,5295,I,1
158983,1778,I,2
158983,74834,I,3
158983,5002,I,4
159097,379,I,1
159097,1326,I,2
159097,249,I,3
159097,678,I,4
159206,572,I,1
159206,326,I,2
159206,4862,I,3
159206,633223,I,4
159273,432,I,1
159273,5562,I,2
159273,532683,I,3
159273,925916,I,4
159365,179,I,1
159365,173,I,2
159365,250,I,3
159365,40586,I,4
159382,654110,I,1
159382,714919,I,2
159382,50437,I,3
159382,607916,I,4
160009,648,I,1
160009,271,I,2
160009,1999,I,3
160009,559069,I,4
160127,139,I,1
160127,106,I,2
160127,5154,I,3
160127,195,I,4
160184,230,I,1
160184,1165,I,2
160184,908116,I,3
160184,1434,I,4
160399,111274,I,1
160399,352,I,2
160399,641,I,3
160399,656,I,4
160862,5327,I,1
160862,337,I,2
160862,498,I,3
160862,908094,I,4
160904,278752,I,1
160904,800179,I,2
160904,908070,I,3
160904,672303,I,4
160916,246,I,1
160916,201,I,2
160916,719705,I,3
160916,762424,I,4
161081,148,I,1
161081,201,I,2
161081,870007,I,3
161081,1584,I,4
161083,1454,I,1
161083,362,I,2
161083,491,I,3
161083,444,I,4
161860,477810,I,1
161860,632457,I,2
161860,352278,I,3
161860,648943,I,4
162065,4770,I,1
162065,4806,I,2
162065,219206,I,3
162065,724124,I,4
162222,158,I,1
162222,166,I,2
162222,584052,I,3
162222,925096,I,4
162346,114,I,1
162346,301,I,2
162346,424060,I,3
162346,605,I,4
162650,168,I,1
162650,1853,I,2
162650,288,I,3
162650,942482,I,4
162661,136,I,1
162661,207,I,2
162661,1669,I,3
162661,2091,I,4
162983,473,I,1
162983,212,I,2
162983,1435,I,3
162983,527,I,4
163025,554,I,1
163025,513,I,2
163025,495,I,3
163025,5273,I,4
163187,210,I,1
163187,152,I,2
163187,349,I,3
163187,1185,I,4
163503,624086,I,1
163503,165087,I,2
163503,932753,I,3
163503,324601,I,4
163651,4755,I,1
163651,5098,I,2
163651,5272,I,3
163651,177639,I,4
163988,115,I,1
163988,99,I,2
163988,422,I,3
163988,609,I,4
164052,102,I,1
164052,223,I,2
164052,982,I,3
164052,225332,I,4
164181,102,I,1
164181,178574,I,2
164181,2062,I,3
164181,1152,I,4
164184,255,I,1
164184,151,I,2
164184,1172817,I,3
164184,90309,I,4
164212,151,I,1
164212,432,I,2
164212,5048,I,3
164212,899,I,4
164334,151,I,1
164334,699,I,2
164334,5321,I,3
164334,48414,I,4
164912,150,I,1
164912,133,I,2
164912,491402,I,3
164912,5151,I,4
165581,416673,I,1
165581,718957,I,2
165581,5467,I,3
165581,652663,I,4
165598,333410,I,1
165598,696059,I,2
165598,5109,I,3
165598,5194,I,4
165798,1845,I,1
165798,798328,I,2
165798,868110,I,3
165798,331054,I,4
165832,5188,I,1
165832,198,I,2
165832,621,I,3
165832,249378,I,4
165854,654,I,1
165854,1228,I,2
165854,690,I,3
165854,350079,I,4
165929,1472,I,1
165929,4691,I,2
165929,913460,I,3
165929,5568,I,4
165982,93,I,1
165982,1876,I,2
165982,1212,I,3
165982,201,I,4
166396,846,I,1
166396,446303,I,2
166396,1217,I,3
166396,528462,I,4
166813,354,I,1
166813,342,I,2
166813,836070,I,3
166813,76718,I,4
166896,2070,I,1
166896,651,I,2
166896,1886964,I,3
166896,139388,I,4
166924,915208,I,1
166924,5009,I,2
166924,857620,I,3
166924,60931,I,4
166943,658,I,1
166943,1458,I,2
166943,227693,I,3
166943,29400,I,4
167190,579,I,1
167190,427964,I,2
167190,4757,I,3
167190,457,I,4
167260,704,I,1
167260,1557,I,2
167260,5212,I,3
167260,89217,I,4
167261,704,I,1
167261,5212,I,2
167261,1557,I,3
167261,89217,I,4
167404,246,I,1
167404,5286,I,2
167404,1057,I,3
167404,931404,I,4
168629,1951,I,1
168629,366,I,2
168629,1556,I,3
168629,1780,I,4
169102,451148,I,1
169102,944834,I,2
169102,961737,I,3
169102,791226,I,4
169414,877599,I,1
169414,110518,I,2
169414,23030,I,3
169414,227831,I,4
169547,228,I,1
169547,906,I,2
169547,301,I,3
169547,4747,I,4
169880,644527,I,1
169880,370677,I,2
169880,594436,I,3
169880,594074,I,4
171363,553,I,1
171363,1876,I,2
171363,5562,I,3
171363,666,I,4
171433,1774,I,1
171433,1570,I,2
171433,1184,I,3
171433,843,I,4
171804,5476,I,1
171804,1721,I,2
171804,765597,I,3
171804,786639,I,4
172396,146,I,1
172396,194,I,2
172396,1653,I,3
172396,428211,I,4
172493,213,I,1
172493,1401,I,2
172493,245112,I,3
172493,5261,I,4
172495,128,I,1
172495,1618,I,2
172495,1567,I,3
172495,1657,I,4
172684,451321,I,1
172684,4418,I,2
172684,611552,I,3
172684,755705,I,4
173716,429,I,1
173716,1151,I,2
173716,1860,I,3
173716,4978,I,4
173840,285,I,1
173840,114,I,2
173840,1840,I,3
173840,609,I,4
174378,1101,I,1
174378,935589,I,2
174378,395,I,3
174378,809938,I,4
174480,152,I,1
174480,213,I,2
174480,1439,I,3
174480,834626,I,4
174856,243,I,1
174856,788370,I,2
174856,679,I,3
174856,630,I,4
175526,5261,I,1
175526,1542,I,2
175526,299,I,3
175526,103038,I,4
175880,129,I,1
175880,1673,I,2
175880,194,I,3
175880,450,I,4
176269,241,I,1
176269,4966,I,2
176269,770039,I,3
176269,925220,I,4
177789,741,I,1
177789,244,I,2
177789,614,I,3
177789,1724,I,4
177971,123,I,1
177971,242,I,2
177971,604,I,3
177971,178,I,4
178737,640323,I,1
178737,1538,I,2
178737,5273,I,3
178737,853364,I,4
178868,559652,I,1
178868,620397,I,2
178868,847624,I,3
178868,766212,I,4
179116,5169,I,1
179116,245112,I,2
179116,931329,I,3
179116,929683,I,4
179626,134,I,1
179626,122653,I,2
179626,1288,I,3
179626,984,I,4
180052,552,I,1
180052,1542,I,2
180052,1642,I,3
180052,206257,I,4
180073,1691,I,1
180073,701,I,2
180073,1618,I,3
180073,323,I,4
180093,995,I,1
180093,1467,I,2
180093,124,I,3
180093,5541,I,4
180734,206,I,1
180734,178,I,2
180734,370035,I,3
180734,372522,I,4
181316,1454,I,1
181316,5561,I,2
181316,338886,I,3
181316,152638,I,4
181536,125,I,1
181536,114532,I,2
181536,719,I,3
181536,1593,I,4
181689,129,I,1
181689,268199,I,2
181689,608090,I,3
181689,1884,I,4
181852,216,I,1
181852,1763,I,2
181852,518085,I,3
181852,132,I,4
181865,140,I,1
181865,1125,I,2
181865,1876,I,3
181865,889846,I,4
181875,1082,I,1
181875,297578,I,2
181875,5028,I,3
181875,531,I,4
181984,610,I,1
181984,4874,I,2
181984,505,I,3
181984,441588,I,4
182576,532235,I,1
182576,97504,I,2
182576,1293,I,3
182576,5109,I,4
182789,245,I,1
182789,1110,I,2
182789,554,I,3
182789,1624,I,4
183523,209,I,1
183523,641,I,2
183523,332,I,3
183523,1567,I,4
183649,268199,I,1
183649,662,I,2
183649,1845,I,3
183649,593664,I,4
183790,5132,I,1
183790,4692,I,2
183790,1722,I,3
183790,815370,I,4
183869,618651,I,1
183869,225899,I,2
183869,803558,I,3
183869,182839,I,4
184526,329,I,1
184526,795517,I,2
184526,504897,I,3
184526,154235,I,4
184894,329,I,1
184894,5562,I,2
184894,5154,I,3
184894,581266,I,4
184907,331,I,1
184907,916406,I,2
184907,4922,I,3
184907,254402,I,4
185125,5386,I,1
185125,4650,I,2
185125,679150,I,3
185125,760665,I,4
185133,765815,I,1
185133,1037430,I,2
185133,754526,I,3
185133,186528,I,4
185183,237,I,1
185183,1845,I,2
185183,1608,I,3
185183,167649,I,4
185371,1691,I,1
185371,463,I,2
185371,4875,I,3
185371,1251,I,4
185431,1191,I,1
185431,99,I,2
185431,172,I,3
185431,406975,I,4
186151,598,I,1
186151,1029,I,2
186151,236495,I,3
186151,593310,I,4
186566,142,I,1
186566,169,I,2
186566,661,I,3
186566,1258,I,4
186894,255,I,1
186894,569,I,2
186894,449,I,3
186894,249962,I,4
187078,115,I,1
187078,1401,I,2
187078,610,I,3
187078,189278,I,4
187393,154,I,1
187393,5132,I,2
187393,613,I,3
187393,5042,I,4
187664,828961,I,1
187664,670408,I,2
187664,212626,I,3
187664,296545,I,4
187696,4376,I,1
187696,299811,I,2
187696,519756,I,3
187696,88935,I,4
187738,648,I,1
187738,1434,I,2
187738,579,I,3
187738,7237,I,4
188453,173,I,1
188453,1993,I,2
188453,1035,I,3
188453,440913,I,4
188674,799591,I,1
188674,683455,I,2
188674,662744,I,3
188674,721885,I,4
190138,246,I,1
190138,1612,I,2
190138,275,I,3
190138,3817,I,4
190332,334,I,1
190332,706,I,2
190332,955471,I,3
190332,151654,I,4
190374,923529,I,1
190374,460,I,2
190374,572721,I,3
190374,668271,I,4
190590,123,I,1
190590,1806,I,2
190590,625789,I,3
190590,422,I,4
192614,5045,I,1
192614,908094,I,2
192614,4991,I,3
192614,4753,I,4
193676,4802,I,1
193676,197855,I,2
193676,290556,I,3
193676,505949,I,4
195685,210,I,1
195685,1215,I,2
195685,109773,I,3
195685,225767,I,4
198781,345,I,1
198781,422,I,2
198781,316701,I,3
198781,114,I,4
199626,212,I,1
199626,749263,I,2
199626,492,I,3
199626,1476796,I,4
199683,1429,I,1
199683,782858,I,2
199683,457229,I,3
199683,317243,I,4
199725,5125,I,1
199725,4898,I,2
199725,154071,I,3
199725,929615,I,4
199753,174,I,1
199753,5251,I,2
199753,1744,I,3
199753,973,I,4
200071,220183,I,1
200071,740090,I,2
200071,947650,I,3
200071,332709,I,4
200087,451148,I,1
200087,787462,I,2
200087,7114,I,3
200087,728262,I,4
200276,640,I,1
200276,507,I,2
200276,5049,I,3
200276,817983,I,4
200465,5458,I,1
200465,4787,I,2
200465,1304386,I,3
200465,990547,I,4
200550,5305,I,1
200550,305081,I,2
200550,422,I,3
200550,4742,I,4
202677,202,I,1
202677,1125,I,2
202677,496,I,3
202677,4875,I,4
203009,173,I,1
203009,191,I,2
203009,491,I,3
203009,980,I,4
203019,421,I,1
203019,134,I,2
203019,234,I,3
203019,254712,I,4
203166,511841,I,1
203166,638824,I,2
203166,760571,I,3
203166,450269,I,4
203230,1473,I,1
203230,111,I,2
203230,752407,I,3
203230,183613,I,4
203259,2127,I,1
203259,5221,I,2
203259,1384,I,3
203259,282648,I,4
203755,239,I,1
203755,369,I,2
203755,809277,I,3
203755,140,I,4
204137,353,I,1
204137,411,I,2
204137,1803,I,3
204137,95478,I,4
204946,379,I,1
204946,244630,I,2
204946,103038,I,3
204946,5517,I,4
204993,4695,I,1
204993,915762,I,2
204993,348226,I,3
204993,533323,I,4
205000,1705,I,1
205000,1235,I,2
205000,341176,I,3
205000,54397,I,4
205177,256960,I,1
205177,121755,I,2
205177,406975,I,3
205177,292182,I,4
206013,38378,I,1
206013,557953,I,2
206013,32892,I,3
206013,4626963,I,4
206314,1872,I,1
206314,908094,I,2
206314,5447,I,3
206314,101333,I,4
206512,444786,I,1
206512,265067,I,2
206512,120309,I,3
206512,317,I,4
206634,194,I,1
206634,654110,I,2
206634,252230,I,3
206634,323,I,4
206917,207,I,1
206917,949,I,2
206917,946160,I,3
206917,484606,I,4
207201,154,I,1
207201,166,I,2
207201,673,I,3
207201,257,I,4
208003,1454,I,1
208003,505,I,2
208003,316079,I,3
208003,913465,I,4
208092,5458,I,1
208092,93,I,2
208092,334318,I,3
208092,5068,I,4
208874,260,I,1
208874,198,I,2
208874,313,I,3
208874,225,I,4
209077,1076235,I,1
209077,120023,I,2
209077,1232566,I,3
209077,199920,I,4
209144,1602,I,1
209144,5251,I,2
209144,1592,I,3
209144,95478,I,4
209163,409,I,1
209163,1838,I,2
209163,1314,I,3
209163,903677,I,4
209475,182,I,1
209475,190,I,2
209475,933098,I,3
209475,150362,I,4
209958,182,I,1
209958,681,I,2
209958,352,I,3
209958,416381,I,4
210413,641168,I,1
210413,26879,I,2
210413,582939,I,3
210413,3620,I,4
210945,243,I,1
210945,1599,I,2
210945,365445,I,3
210945,403652,I,4
211443,387987,I,1
211443,230693,I,2
211443,311473,I,3
211443,343,I,4
211465,62752,I,1
211465,454,I,2
211465,4874,I,3
211465,1608,I,4
211915,851582,I,1
211915,440913,I,2
211915,749363,I,3
211915,186677,I,4
211933,159789,I,1
211933,4695,I,2
211933,5024,I,3
211933,565,I,4
211938,4937,I,1
211938,1556,I,2
211938,665123,I,3
211938,6535,I,4
212338,1774,I,1
212338,134,I,2
212338,1632,I,3
212338,1100,I,4
212346,113,I,1
212346,323,I,2
212346,973,I,3
212346,298,I,4
212671,5260,I,1
212671,186505,I,2
212671,73678,I,3
212671,838059,I,4
212712,504897,I,1
212712,955471,I,2
212712,910947,I,3
212712,84,I,4
212720,5286,I,1
212720,179,I,2
212720,640323,I,3
212720,730168,I,4
212985,164,I,1
212985,194,I,2
212985,198,I,3
212985,501,I,4
213149,255,I,1
213149,295,I,2
213149,1326,I,3
213149,5406,I,4
213203,4815,I,1
213203,197354,I,2
213203,153719,I,3
213203,152839,I,4
213327,1757,I,1
213327,753121,I,2
213327,78324,I,3
213327,941315,I,4
213338,945290,I,1
213338,411167,I,2
213338,370677,I,3
213338,89710,I,4
213790,5218,I,1
213790,663854,I,2
213790,1850,I,3
213790,936762,I,4
213847,899,I,1
213847,837868,I,2
213847,270119,I,3
213847,681218,I,4
213890,821,I,1
213890,451321,I,2
213890,159167,I,3
213890,361407,I,4
214341,364629,I,1
214341,754526,I,2
214341,573926,I,3
214341,770832,I,4
214388,6958,I,1
214388,4825,I,2
214388,4867,I,3
214388,1337,I,4
215129,5227,I,1
215129,5405,I,2
215129,5442,I,3
215129,182455,I,4
216216,216,I,1
216216,1650,I,2
216216,1282,I,3
216216,740264,I,4
216625,300,I,1
216625,627245,I,2
216625,81547,I,3
216625,357649,I,4
216651,57314,I,1
216651,497570,I,2
216651,781899,I,3
216651,283253,I,4
217505,138,I,1
217505,139,I,2
217505,358,I,3
217505,980,I,4
217630,4755,I,1
217630,2546,I,2
217630,651008,I,3
217630,755603,I,4
217869,246,I,1
217869,168,I,2
217869,705,I,3
217869,4829,I,4
218553,620397,I,1
218553,766212,I,2
218553,297906,I,3
218553,463201,I,4
218817,202,I,1
218817,209,I,2
218817,337,I,3
218817,1231,I,4
218922,104,I,1
218922,1401,I,2
218922,5048,I,3
218922,860233,I,4
218967,115,I,1
218967,495,I,2
218967,332,I,3
218967,5315,I,4
219699,949,I,1
219699,5017,I,2
219699,206,I,3
219699,610,I,4
219965,246,I,1
219965,671,I,2
219965,949,I,3
219965,4949,I,4
220580,1884,I,1
220580,690303,I,2
220580,768614,I,3
220580,530286,I,4
220832,4569,I,1
220832,794363,I,2
220832,481363,I,3
220832,766146,I,4
222012,352032,I,1
222012,451321,I,2
222012,611552,I,3
222012,4564,I,4
222851,1429,I,1
222851,538580,I,2
222851,4898,I,3
222851,441377,I,4
223897,228,I,1
223897,5286,I,2
223897,166,I,3
223897,1542,I,4
225071,182,I,1
225071,1029,I,2
225071,5438,I,3
225071,5024,I,4
227445,134,I,1
227445,1570,I,2
227445,8,I,3
227445,291,I,4
227538,891786,I,1
227538,754512,I,2
227538,104,I,3
227538,1303,I,4
228333,449,I,1
228333,1084,I,2
228333,427,I,3
228333,5458,I,4
228750,212,I,1
228750,128,I,2
228750,1556,I,3
228750,715622,I,4
230011,150,I,1
230011,1815,I,2
230011,123553,I,3
230011,160004,I,4
230030,409,I,1
230030,167,I,2
230030,640323,I,3
230030,794896,I,4
230600,173,I,1
230600,1172,I,2
230600,1217,I,3
230600,542635,I,4
230838,206,I,1
230838,234,I,2
230838,5042,I,3
230838,314524,I,4
231402,1357,I,1
231402,468957,I,2
231402,122716,I,3
231402,52186,I,4
231775,1674,I,1
231775,5093,I,2
231775,1590,I,3
231775,506405,I,4
232500,4874,I,1
232500,908094,I,2
232500,735442,I,3
232500,108287,I,4
233422,352032,I,1
233422,700869,I,2
233422,700875,I,3
233422,7102,I,4
233469,216,I,1
233469,491,I,2
233469,626202,I,3
233469,480,I,4
234215,206,I,1
234215,401,I,2
234215,5251,I,3
234215,915989,I,4
234829,5327,I,1
234829,4754,I,2
234829,911542,I,3
234829,498,I,4
235060,955471,I,1
235060,838944,I,2
235060,955613,I,3
235060,955517,I,4
235198,410903,I,1
235198,793402,I,2
235198,768017,I,3
235198,475165,I,4
235737,174,I,1
235737,352,I,2
235737,4965,I,3
235737,350079,I,4
235923,75724,I,1
235923,395777,I,2
235923,800737,I,3
235923,153100,I,4
236348,337,I,1
236348,5346,I,2
236348,206257,I,3
236348,542759,I,4
236493,93,I,1
236493,210,I,2
236493,1254,I,3
236493,799777,I,4
236784,112,I,1
236784,1691,I,2
236784,130,I,3
236784,7237,I,4
237534,494078,I,1
237534,1092,I,2
237534,753737,I,3
237534,1993,I,4
237572,197,I,1
237572,1125,I,2
237572,165101,I,3
237572,199840,I,4
238380,288,I,1
238380,293,I,2
238380,1833,I,3
238380,4875,I,4
238546,4691,I,1
238546,870204,I,2
238546,603413,I,3
238546,1641,I,4
238784,334179,I,1
238784,88127,I,2
238784,12962,I,3
238784,666398,I,4
238924,1085,I,1
238924,540441,I,2
238924,386472,I,3
238924,352,I,4
239195,698251,I,1
239195,1442184,I,2
239195,1441171,I,3
239195,1152785,I,4
239949,5098,I,1
239949,1287,I,2
239949,428963,I,3
239949,398,I,4
240772,123,I,1
240772,93,I,2
240772,210,I,3
240772,354,I,4
240890,131,I,1
240890,295,I,2
240890,5315,I,3
240890,5256,I,4
241025,702,I,1
241025,304801,I,2
241025,700856,I,3
241025,1667,I,4
241303,300,I,1
241303,1132,I,2
241303,547,I,3
241303,5251,I,4
241527,705356,I,1
241527,342488,I,2
241527,1321,I,3
241527,1749,I,4
242423,5110,I,1
242423,5405,I,2
242423,4950,I,3
242423,5448,I,4
242653,206,I,1
242653,401,I,2
242653,5251,I,3
242653,915989,I,4
243133,671,I,1
243133,531,I,2
243133,45937,I,3
243133,1254,I,4
243585,150,I,1
243585,133,I,2
243585,491402,I,3
243585,5151,I,4
243655,413,I,1
243655,1383,I,2
243655,795290,I,3
243655,603413,I,4
243736,1326,I,1
243736,815370,I,2
243736,182455,I,3
243736,872242,I,4
243862,77944,I,1
243862,433692,I,2
243862,836742,I,3
243862,304644,I,4
244244,237,I,1
244244,413168,I,2
244244,932,I,3
244244,332,I,4
244316,943150,I,1
244316,157805,I,2
244316,644521,I,3
244316,497662,I,4
244365,836,I,1
244365,82517,I,2
244365,86883,I,3
244365,444098,I,4
244970,171,I,1
244970,1427,I,2
244970,413168,I,3
244970,673,I,4
245046,949,I,1
245046,281424,I,2
245046,190206,I,3
245046,1130277,I,4
245429,153738,I,1
245429,687189,I,2
245429,997115,I,3
245429,383708,I,4
245562,115,I,1
245562,63440,I,2
245562,1780,I,3
245562,1187,I,4
245574,893941,I,1
245574,305558,I,2
245574,319843,I,3
245574,1004635,I,4
245674,1724,I,1
245674,2436,I,2
245674,1110,I,3
245674,498,I,4
245686,5450,I,1
245686,199590,I,2
245686,588222,I,3
245686,63440,I,4
245803,334,I,1
245803,5405,I,2
245803,454809,I,3
245803,734558,I,4
245844,1029,I,1
245844,1602,I,2
245844,11478,I,3
245844,1072611,I,4
246464,741,I,1
246464,623,I,2
246464,1804,I,3
246464,1744,I,4
246578,350453,I,1
246578,540441,I,2
246578,1521,I,3
246578,651660,I,4
246677,949,I,1
246677,610,I,2
246677,320969,I,3
246677,733625,I,4
247082,401,I,1
247082,1339,I,2
247082,247040,I,3
247082,844172,I,4
247196,849,I,1
247196,136,I,2
247196,307638,I,3
247196,283029,I,4
247586,201857,I,1
247586,667282,I,2
247586,854924,I,3
247586,1005131,I,4
247638,267,I,1
247638,4266,I,2
247638,1185,I,3
247638,525,I,4
247745,151540,I,1
247745,373571,I,2
247745,899282,I,3
247745,449466,I,4
248654,470244,I,1
248654,355910,I,2
248654,175814,I,3
248654,24404,I,4
248667,226,I,1
248667,4937,I,2
248667,685,I,3
248667,5522,I,4
249327,337751,I,1
249327,969901,I,2
249327,83671,I,3
249327,835688,I,4
249462,68260,I,1
249462,910278,I,2
249462,382402,I,3
249462,237237,I,4
250223,367,I,1
250223,2010,I,2
250223,213354,I,3
250223,899,I,4
250224,379,I,1
250224,379596,I,2
250224,1117,I,3
250224,1007810,I,4
250258,1953,I,1
250258,75321,I,2
250258,831440,I,3
250258,617852,I,4
250310,441592,I,1
250310,393,I,2
250310,5416,I,3
250310,916,I,4
250494,702,I,1
250494,5561,I,2
250494,4757,I,3
250494,205127,I,4
250687,5227,I,1
250687,5442,I,2
250687,155,I,3
250687,896735,I,4
250797,152,I,1
250797,178,I,2
250797,553648,I,3
250797,838059,I,4
251075,141,I,1
251075,428963,I,2
251075,194,I,3
251075,5405,I,4
251114,246,I,1
251114,268199,I,2
251114,5024,I,3
251114,369513,I,4
251160,243,I,1
251160,380,I,2
251160,1131193,I,3
251160,253708,I,4
251439,648866,I,1
251439,875442,I,2
251439,950830,I,3
251439,97765,I,4
251736,354085,I,1
251736,947,I,2
251736,608405,I,3
251736,600667,I,4
252028,255,I,1
252028,775,I,2
252028,1254,I,3
252028,1573,I,4
252076,182,I,1
252076,146,I,2
252076,1670,I,3
252076,1804,I,4
252299,1618,I,1
252299,1593,I,2
252299,438,I,3
252299,1277,I,4
252488,839017,I,1
252488,654805,I,2
252488,654744,I,3
252488,621870,I,4
252591,839017,I,1
252591,272240,I,2
252591,957526,I,3
252591,23062,I,4
253474,4778,I,1
253474,470981,I,2
253474,277975,I,3
253474,288976,I,4
253556,190,I,1
253556,288,I,2
253556,1713,I,3
253556,124930,I,4
253754,1772,I,1
253754,408,I,2
253754,653,I,3
253754,996,I,4
253828,839017,I,1
253828,32661,I,2
253828,621870,I,3
253828,784038,I,4
253867,139,I,1
253867,5048,I,2
253867,775,I,3
253867,11148,I,4
254481,4335,I,1
254481,4334,I,2
254481,6689,I,3
254481,4363,I,4
255589,432591,I,1
255589,453747,I,2
255589,128345,I,3
255589,417526,I,4
256276,569,I,1
256276,1173,I,2
256276,562,I,3
256276,383,I,4
256380,85312,I,1
256380,569,I,2
256380,4517,I,3
256380,899995,I,4
256415,702,I,1
256415,1131,I,2
256415,524197,I,3
256415,298,I,4
257044,158,I,1
257044,388382,I,2
257044,1005576,I,3
257044,14582,I,4
257076,168,I,1
257076,268199,I,2
257076,735442,I,3
257076,5112,I,4
257106,267506,I,1
257106,5541,I,2
257106,9919,I,3
257106,57221,I,4
257360,197,I,1
257360,204706,I,2
257360,551,I,3
257360,870,I,4
257516,207,I,1
257516,251986,I,2
257516,5577,I,3
257516,616550,I,4
257568,26364,I,1
257568,5278,I,2
257568,5535,I,3
257568,686,I,4
258000,149,I,1
258000,829576,I,2
258000,1845,I,3
258000,948267,I,4
258463,4376,I,1
258463,354,I,2
258463,177933,I,3
258463,654110,I,4
258470,350453,I,1
258470,1436,I,2
258470,5420,I,3
258470,1803,I,4
259446,889522,I,1
259446,179173,I,2
259446,176073,I,3
259446,1164392,I,4
260866,140,I,1
260866,293,I,2
260866,5261,I,3
260866,566084,I,4
260991,498472,I,1
260991,496932,I,2
260991,814280,I,3
260991,453705,I,4
261392,582939,I,1
261392,3620,I,2
261392,255,I,3
261392,26879,I,4
261983,325,I,1
261983,315342,I,2
261983,2117,I,3
261983,524197,I,4
262150,602836,I,1
262150,47155,I,2
262150,340067,I,3
262150,66291,I,4
262985,363736,I,1
262985,5452,I,2
262985,365826,I,3
262985,167342,I,4
263438,948000,I,1
263438,15988,I,2
263438,245176,I,3
263438,654741,I,4
263488,5312,I,1
263488,519043,I,2
263488,106534,I,3
263488,6970,I,4
263975,814734,I,1
263975,408381,I,2
263975,577281,I,3
263975,876228,I,4
264235,202970,I,1
264235,385644,I,2
264235,307531,I,3
264235,261435,I,4
264263,424216,I,1
264263,546640,I,2
264263,690686,I,3
264263,257424,I,4
264323,387,I,1
264323,5417,I,2
264323,4709,I,3
264323,1152653,I,4
264464,138,I,1
264464,158,I,2
264464,686,I,3
264464,640,I,4
264472,255,I,1
264472,168,I,2
264472,823940,I,3
264472,1057,I,4
264616,200,I,1
264616,190,I,2
264616,959,I,3
264616,641610,I,4
264935,113,I,1
264935,1035,I,2
264935,331516,I,3
264935,685856,I,4
265029,210,I,1
265029,131,I,2
265029,345,I,3
265029,1876,I,4
265086,1326,I,1
265086,191,I,2
265086,1744,I,3
265086,51509,I,4
265343,787462,I,1
265343,239267,I,2
265343,156858,I,3
265343,704694,I,4
265349,152,I,1
265349,1473,I,2
265349,251678,I,3
265349,870430,I,4
265459,245,I,1
265459,1567,I,2
265459,890232,I,3
265459,808057,I,4
265666,432,I,1
265666,569,I,2
265666,1378,I,3
265666,1774,I,4
265808,5134,I,1
265808,338381,I,2
265808,5182,I,3
265808,5259,I,4
266308,297885,I,1
266308,535329,I,2
266308,945500,I,3
266308,475752,I,4
266489,1774,I,1
266489,106,I,2
266489,1169742,I,3
266489,1213,I,4
266543,983,I,1
266543,1122,I,2
266543,1071252,I,3
266543,353,I,4
266697,235,I,1
266697,1016,I,2
266697,435,I,3
266697,514,I,4
266915,329,I,1
266915,676,I,2
266915,518821,I,3
266915,955471,I,4
266987,602,I,1
266987,93,I,2
266987,1517,I,3
266987,226820,I,4
267129,68788,I,1
267129,68819,I,2
267129,228086,I,3
267129,387243,I,4
267287,286085,I,1
267287,468651,I,2
267287,345616,I,3
267287,84248,I,4
267804,1472,I,1
267804,1303,I,2
267804,5148,I,3
267804,5458,I,4
267913,498,I,1
267913,5327,I,2
267913,1264,I,3
267913,4802,I,4
268126,115,I,1
268126,658,I,2
268126,177933,I,3
268126,842770,I,4
268380,1459,I,1
268380,491,I,2
268380,5380,I,3
268380,899681,I,4
268397,220635,I,1
268397,667326,I,2
268397,146903,I,3
268397,213648,I,4
268695,1602,I,1
268695,34733,I,2
268695,4692,I,3
268695,492373,I,4
268978,128,I,1
268978,438,I,2
268978,124,I,3
268978,1626,I,4
268995,120,I,1
268995,1445,I,2
268995,837,I,3
268995,218810,I,4
269095,134,I,1
269095,290556,I,2
269095,531,I,3
269095,244630,I,4
269389,267241,I,1
269389,677471,I,2
269389,637259,I,3
269389,693837,I,4
270288,5377,I,1
270288,106,I,2
270288,123,I,3
270288,210,I,4
270846,685,I,1
270846,281,I,2
270846,29502,I,3
