film,oseba,vloga,mesto
66831,58,I,3
66831,915618,I,4
66892,197,I,1
66892,298,I,2
66892,307316,I,3
66892,268,I,4
66921,532,I,1
66921,535861,I,2
66921,60988,I,3
66921,165049,I,4
66993,603,I,1
66993,1657,I,2
66993,840303,I,3
66993,12451,I,4
66995,125,I,1
66995,1762,I,2
66995,336509,I,3
66995,939836,I,4
66999,142,I,1
66999,732367,I,2
66999,345340,I,3
66999,763858,I,4
67116,432,I,1
67116,1702,I,2
67116,721073,I,3
67116,516215,I,4
67128,323,I,1
67128,376915,I,2
67128,1180,I,3
67128,651570,I,4
67185,2106,I,1
67185,1069,I,2
67185,681954,I,3
67185,159258,I,4
67309,404,I,1
67309,661,I,2
67309,162541,I,3
67309,1702,I,4
67372,277424,I,1
67372,768,I,2
67372,789864,I,3
67372,63027,I,4
67411,886,I,1
67411,1046,I,2
67411,41281,I,3
67411,1137,I,4
67445,1958,I,1
67445,885123,I,2
67445,122780,I,3
67445,723235,I,4
67525,32,I,1
67525,1875,I,2
67525,143614,I,3
67525,467178,I,4
67824,45,I,1
67824,947935,I,2
67824,862875,I,3
67824,62531,I,4
67893,852510,I,1
67893,643105,I,2
67893,83401,I,3
67893,933287,I,4
67959,256,I,1
67959,347858,I,2
67959,736312,I,3
67959,576851,I,4
67992,698,I,1
67992,16776,I,2
67992,652578,I,3
67992,455702,I,4
68098,257,I,1
68098,737257,I,2
68098,842794,I,3
68098,268026,I,4
68154,1352,I,1
68154,817881,I,2
68154,813805,I,3
68154,850254,I,4
68182,1428,I,1
68182,346087,I,2
68182,737928,I,3
68182,215683,I,4
68327,591485,I,1
68327,1868,I,2
68327,340926,I,3
68327,1297,I,4
68408,1522,I,1
68408,614916,I,2
68408,1544,I,3
68408,874353,I,4
68473,685,I,1
68473,608,I,2
68473,885,I,3
68473,1074,I,4
68612,385830,I,1
68612,502158,I,2
68612,567315,I,3
68612,257568,I,4
68638,537,I,1
68638,532298,I,2
68638,424565,I,3
68638,1783,I,4
68646,8,I,1
68646,199,I,2
68646,1001,I,3
68646,473,I,4
68699,142,I,1
68699,89244,I,2
68699,384494,I,3
68699,752751,I,4
68762,602,I,1
68762,2095,I,2
68762,93386,I,3
68762,16365,I,4
68767,45,I,1
68767,583963,I,2
68767,862875,I,3
68767,947935,I,4
68931,314,I,1
68931,1821,I,2
68931,943978,I,3
68931,409866,I,4
69089,1145,I,1
69089,516634,I,2
69089,668976,I,3
69089,831467,I,4
69097,95,I,1
69097,473,I,2
69097,731634,I,3
69097,480379,I,4
69191,55525,I,1
69191,327436,I,2
69191,282671,I,3
69191,208264,I,4
69280,755310,I,1
69280,500038,I,2
69280,733929,I,3
69280,304535,I,4
69293,94081,I,1
69293,52023,I,2
69293,433525,I,3
69293,245367,I,4
69467,27683,I,1
69467,880521,I,2
69467,843306,I,3
69467,862026,I,4
69495,659,I,1
69495,641939,I,2
69495,1404,I,3
69495,550318,I,4
69704,377,I,1
69704,165,I,2
69704,494432,I,3
69704,1747,I,4
69747,86,I,1
69747,591877,I,2
69747,216177,I,3
69747,197950,I,4
69762,640,I,1
69762,651,I,2
69762,643105,I,3
69762,81560,I,4
69768,1522,I,1
69768,15391,I,2
69768,874353,I,3
69768,201089,I,4
69895,140889,I,1
69895,534032,I,2
69895,428197,I,3
69895,390915,I,4
69945,639321,I,1
69945,656607,I,2
69945,621406,I,3
69945,475157,I,4
69995,1046,I,1
69995,661,I,2
69995,556739,I,3
69995,558089,I,4
70034,45,I,1
70034,768334,I,2
70034,446485,I,3
70034,135622,I,4
70047,995,I,1
70047,1884,I,2
70047,304,I,3
70047,2011,I,4
70130,52,I,1
70130,681566,I,2
70130,634159,I,3
70130,865575,I,4
70215,1352,I,1
70215,20,I,2
70215,552483,I,3
70215,35866,I,4
70290,197,I,1
70290,1642,I,2
70290,949935,I,3
70290,416378,I,4
70294,1522,I,1
70294,402281,I,2
70294,291512,I,3
70294,720890,I,4
70328,549,I,1
70328,1433,I,2
70328,5412,I,3
70328,416378,I,4
70334,1285,I,1
70334,887684,I,2
70334,1330,I,3
70334,41932,I,4
70379,134,I,1
70379,172,I,2
70379,698998,I,3
70379,732364,I,4
70511,537,I,1
70511,163,I,2
70511,430460,I,3
70511,330150,I,4
70544,960,I,1
70544,1980761,I,2
70544,62010,I,3
70544,867622,I,4
70608,66028,I,1
70608,365201,I,2
70608,589248,I,3
70608,1811,I,4
70666,199,I,1
70666,709907,I,2
70666,444955,I,3
70666,570161,I,4
70849,8,I,1
70849,773932,I,2
70849,585170,I,3
70849,302815,I,4
70903,659,I,1
70903,602,I,2
70903,226947,I,3
70903,1042,I,4
70909,989,I,1
70909,907,I,2
70909,981,I,3
70909,58991,I,4
70917,940919,I,1
70917,489,I,2
70917,162283,I,3
70917,1180,I,4
70948,125,I,1
70948,1648,I,2
70948,450414,I,3
70948,17596,I,4
71075,59,I,1
71075,817553,I,2
71075,364207,I,3
71075,249075,I,4
71115,995,I,1
71115,1434,I,2
71115,70592,I,3
71115,527501,I,4
71141,591930,I,1
71141,373289,I,2
71141,884157,I,3
71141,379258,I,4
71230,1476,I,1
71230,698,I,2
71230,1620,I,3
71230,466327,I,4
71315,197,I,1
71315,1159,I,2
71315,1379,I,3
71315,520164,I,4
71360,432,I,1
71360,1030,I,2
71360,307255,I,3
71360,2078,I,4
71411,613364,I,1
71411,813272,I,2
71411,125730,I,3
71411,1276196,I,4
71455,32,I,1
71455,1257,I,2
71455,1421,I,3
71455,1296,I,4
71487,108400,I,1
71487,148041,I,2
71487,681566,I,3
71487,900143,I,4
71524,493,I,1
71524,527,I,2
71524,215,I,3
71524,306696,I,4
71562,199,I,1
71562,134,I,2
71562,380,I,3
71562,473,I,4
71577,602,I,1
71577,1201,I,2
71577,1136,I,3
71577,947,I,4
71746,163,I,1
71746,674781,I,2
71746,591149,I,3
71746,65282,I,4
71807,549,I,1
71807,489,I,2
71807,1180,I,3
71807,726,I,4
71853,1037,I,1
71853,92,I,2
71853,1385,I,3
71853,416,I,4
71910,1958,I,1
71910,1648,I,2
71910,6573,I,3
71910,275213,I,4
72251,527,I,1
72251,1727,I,2
72251,842,I,3
72251,1185,I,4
72271,122782,I,1
72271,623605,I,2
72271,200758,I,3
72271,663935,I,4
72288,142,I,1
72288,313,I,2
72288,507212,I,3
72288,280,I,4
72417,1687,I,1
72417,393,I,2
72417,237134,I,3
72417,746767,I,4
72431,698,I,1
72431,1404,I,2
72431,1204,I,3
72431,1967,I,4
72500,92,I,1
72500,768795,I,2
72500,755133,I,3
72500,95665,I,4
72684,641939,I,1
72684,1943,I,2
72684,535861,I,3
72684,473228,I,4
72783,4429,I,1
72783,846616,I,2
72783,821,I,3
72783,80149,I,4
73000,287606,I,1
73000,369318,I,2
73000,373902,I,3
73000,433131,I,4
73195,1702,I,1
73195,1727,I,2
73195,377,I,3
73195,308882,I,4
73440,1018,I,1
73440,947,I,2
73440,86867,I,3
73440,1167,I,4
73486,197,I,1
73486,1221,I,2
73486,77720,I,3
73486,110480,I,4
73580,197,I,1
73580,773932,I,2
73580,750192,I,3
73580,376915,I,4
73629,347,I,1
73629,215,I,2
73629,960,I,3
73629,639782,I,4
73631,1001,I,1
73631,2144,I,2
73631,726,I,3
73631,65183,I,4
73650,93678,I,1
73650,145863,I,2
73650,704184,I,3
73650,885084,I,4
73692,886,I,1
73692,1046,I,2
73692,443,I,3
73692,335519,I,4
73705,359035,I,1
73705,798718,I,2
73705,523344,I,3
73705,464255,I,4
73707,474876,I,1
73707,4429,I,2
73707,821,I,3
73707,451166,I,4
73802,602,I,1
73802,1159,I,2
73802,731772,I,3
73802,1884,I,4
73812,2032,I,1
73812,268,I,2
73812,1657,I,3
73812,5056,I,4
73972,462,I,1
73972,396,I,2
73972,646,I,3
73972,236329,I,4
74028,1345,I,1
74028,568,I,2
74028,402611,I,3
74028,324397,I,4
74084,134,I,1
74084,367,I,2
74084,761212,I,3
74084,78116,I,4
74102,297686,I,1
74102,559405,I,2
74102,620026,I,3
74102,559483,I,4
74119,163,I,1
74119,602,I,2
74119,912001,I,3
74119,842,I,4
74174,527,I,1
74174,1575,I,2
74174,607558,I,3
74174,887696,I,4
74285,651,I,1
74285,1453,I,2
74285,1388,I,3
74285,237,I,4
74486,620756,I,1
74486,829270,I,2
74486,430535,I,3
74486,60931,I,4
74512,947,I,1
74512,1136,I,2
74512,364455,I,3
74512,1137,I,4
74695,336,I,1
74695,1703,I,2
74695,51,I,3
74695,1831,I,4
74749,1262,I,1
74749,137046,I,2
74749,1025,I,3
74749,680732,I,4
74751,313,I,1
74751,1301,I,2
74751,1448,I,3
74751,709907,I,4
74812,1868,I,1
74812,256,I,2
74812,430151,I,3
74812,1975,I,4
74851,309,I,1
74851,1800,I,2
74851,163748,I,3
74851,377750,I,4
74958,1159,I,1
74958,34,I,2
74958,2075,I,3
74958,380,I,4
75005,60,I,1
75005,1665,I,2
75005,827032,I,3
75005,1831,I,4
75029,142,I,1
75029,516800,I,2
75029,313381,I,3
75029,571853,I,4
75066,634,I,1
75066,7042,I,2
75066,1153,I,3
75066,477297,I,4
75147,125,I,1
75147,30,I,2
75147,1727,I,3
75147,1321,I,4
75148,230,I,1
75148,1735,I,2
75148,949350,I,3
75148,1835,I,4
75213,78,I,1
75213,2,I,2
75213,165,I,3
75213,71,I,4
75314,134,I,1
75314,149,I,2
75314,1732,I,3
75314,983,I,4
75675,454,I,1
75675,4486,I,2
75675,471079,I,3
75675,86116,I,4
75686,95,I,1
75686,473,I,2
75686,731634,I,3
75686,1406,I,4
75784,125,I,1
75784,641939,I,2
75784,323,I,3
75784,59,I,4
75824,721073,I,1
75824,962,I,2
75824,596807,I,3
75824,77921,I,4
75860,377,I,1
75860,76,I,2
75860,414,I,3
75860,227039,I,4
75925,302,I,1
75925,560,I,2
75925,930454,I,3
75925,1727,I,4
75968,1018,I,1
75968,172,I,2
75968,1215,I,3
75968,2081,I,4
76009,9,I,1
76009,304,I,2
76009,1221,I,3
76009,1884,I,4
76054,364455,I,1
76054,149,I,2
76054,40014,I,3
76054,446763,I,4
76070,142,I,1
76070,516800,I,2
76070,385757,I,3
76070,697733,I,4
76085,47,I,1
76085,52,I,2
76085,6893,I,3
76085,73414,I,4
76095,377,I,1
76095,556850,I,2
76095,191944,I,3
76095,70801,I,4
76162,407475,I,1
76162,423101,I,2
76162,643178,I,3
76162,559384,I,4
76538,551171,I,1
76538,714761,I,2
76538,197715,I,3
76538,1682,I,4
76666,237,I,1
76666,331186,I,2
76666,587944,I,3
76666,129955,I,4
76734,442,I,1
76734,469103,I,2
76734,671854,I,3
76734,2081,I,4
76740,1702,I,1
76740,187337,I,2
76740,704719,I,3
76740,24849,I,4
76752,549,I,1
76752,819,I,2
76752,432007,I,3
76752,1423,I,4
76759,434,I,1
76759,148,I,2
76759,402,I,3
76759,27,I,4
76786,363888,I,1
76786,143743,I,2
76786,117885,I,3
76786,98395,I,4
77031,84642,I,1
77031,2073,I,2
77031,173438,I,3
77031,621008,I,4
77089,2139,I,1
77089,1063,I,2
77089,362,I,3
77089,447,I,4
77362,404,I,1
77362,685,I,2
77362,1136,I,3
77362,587340,I,4
77394,34,I,1
77394,335519,I,2
77394,779963,I,3
77394,289343,I,4
77402,256361,I,1
77402,286010,I,2
77402,718203,I,3
77402,743417,I,4
77405,152,I,1
77405,724,I,2
77405,1731,I,3
77405,544371,I,4
77413,1811,I,1
77413,1201,I,2
77413,531546,I,3
77413,945,I,4
77416,134,I,1
77416,686,I,2
77416,1030,I,3
77416,1698,I,4
77474,641939,I,1
77474,1136,I,2
77474,254,I,3
77474,86867,I,4
77523,142,I,1
77523,516800,I,2
77523,507212,I,3
77523,350,I,4
77594,45,I,1
77594,949574,I,2
77594,415591,I,3
77594,639385,I,4
77651,587,I,1
77651,130,I,2
77651,602985,I,3
77651,477341,I,4
77663,886,I,1
77663,51,I,2
77663,1046,I,3
77663,912001,I,4
77711,6,I,1
77711,880521,I,2
77711,638784,I,3
77711,84917,I,4
77745,661,I,1
77745,724,I,2
77745,156,I,3
77745,1021,I,4
77766,1702,I,1
77766,308882,I,2
77766,358069,I,3
77766,556217,I,4
77869,345295,I,1
77869,820109,I,2
77869,774578,I,3
77869,457,I,4
77928,1113,I,1
77928,591968,I,2
77928,5019,I,3
77928,93678,I,4
77975,4,I,1
77975,261,I,2
77975,1371,I,3
77975,299122,I,4
78346,1659,I,1
78346,452288,I,2
78346,432,I,3
78346,8,I,4
78492,9,I,1
78492,549,I,2
78492,1321,I,3
78492,473228,I,4
78607,941374,I,1
78607,773884,I,2
78607,280,I,3
78607,701500,I,4
78718,199,I,1
78718,912001,I,2
78718,1234,I,3
78718,833448,I,4
78723,4,I,1
78723,101,I,2
78723,1852,I,3
78723,262,I,4
78748,244,I,1
78748,643,I,2
78748,457,I,3
78748,1021,I,4
78754,1702,I,1
78754,1448,I,2
78754,718237,I,3
78754,658336,I,4
78788,640,I,1
78788,8,I,2
78788,380,I,3
78788,2078,I,4
78841,634,I,1
78841,511,I,2
78841,2048,I,3
78841,912001,I,4
78869,1703,I,1
78869,578,I,2
78869,1233,I,3
78869,98733,I,4
78872,719738,I,1
78872,1682,I,2
78872,414,I,3
78872,615617,I,4
78875,908,I,1
78875,728,I,2
78875,935190,I,3
78875,856918,I,4
78902,160550,I,1
78902,598,I,2
78902,827663,I,3
78902,355097,I,4
78935,449404,I,1
78935,161889,I,2
78935,685194,I,3
78935,53230,I,4
78966,404,I,1
78966,493,I,2
78966,140,I,3
78966,103722,I,4
79095,778016,I,1
79095,530594,I,2
79095,221527,I,3
79095,880187,I,4
79116,142,I,1
79116,1526,I,2
79116,89348,I,3
79116,857806,I,4
79367,188,I,1
79367,1613,I,2
79367,10818,I,3
79367,455028,I,4
79417,163,I,1
79417,658,I,2
79417,737,I,3
79417,377888,I,4
79470,1037,I,1
79470,92,I,2
79470,1589,I,3
79470,416,I,4
79501,154,I,1
79501,760394,I,2
79501,117412,I,3
79501,1950,I,4
79522,95,I,1
79522,473,I,2
79522,446,I,3
79522,614526,I,4
79574,549,I,1
79574,1042,I,2
79574,3909,I,3
79574,1423,I,4
79579,18079,I,1
79579,60692,I,2
79579,613655,I,3
79579,268945,I,4
79817,230,I,1
79817,1735,I,2
79817,949350,I,3
79817,1835,I,4
79833,945280,I,1
79833,557968,I,2
79833,462017,I,3
79833,409296,I,4
79944,293981,I,1
79944,435289,I,2
79944,813463,I,3
79944,342458,I,4
79945,638,I,1
79945,559,I,2
79945,1420,I,3
79945,1150,I,4
80120,65235,I,1
80120,1664,I,2
80120,942352,I,3
80120,878784,I,4
80240,633,I,1
80240,384916,I,2
80240,608853,I,3
80240,542027,I,4
80310,940919,I,1
80310,860233,I,2
80310,914113,I,3
80310,986,I,4
80319,404,I,1
80319,5499,I,2
80319,573,I,3
80319,1056,I,4
80365,152,I,1
80365,1381,I,2
80365,1185,I,3
80365,887684,I,4
80391,588184,I,1
80391,933443,I,2
80391,853171,I,3
80391,668699,I,4
80453,222,I,1
80453,803,I,2
80453,571674,I,3
80453,200122,I,4
80455,4,I,1
80455,101,I,2
80455,130572,I,3
80455,1006,I,4
80487,331,I,1
80487,1098,I,2
80487,195,I,3
80487,461095,I,4
80516,1715,I,1
80516,886556,I,2
80516,2048,I,3
80516,550577,I,4
80569,199,I,1
80569,649,I,2
80569,261,I,3
80569,185210,I,4
80610,366,I,1
80610,367,I,2
80610,688497,I,3
80610,275138,I,4
80684,434,I,1
80684,148,I,2
80684,402,I,3
80684,1850,I,4
80736,18,I,1
80736,640,I,2
80736,1684,I,3
80736,267232,I,4
80745,429207,I,1
80745,758,I,2
80745,1884,I,3
80745,867694,I,4
80749,105,I,1
80749,130,I,2
80749,1463,I,3
80749,2144,I,4
80761,658133,I,1
80761,454415,I,2
80761,852551,I,3
80761,604987,I,4
80801,618452,I,1
80801,923366,I,2
80801,697865,I,3
80801,895116,I,4
80923,565907,I,1
80923,591968,I,2
80923,320395,I,3
80923,630453,I,4
81059,63,I,1
81059,1657,I,2
81059,1768,I,3
81059,660327,I,4
81283,661,I,1
81283,1546,I,2
81283,2139,I,3
81283,459,I,4
81353,245,I,1
81353,1167,I,2
81353,1827,I,3
81353,233209,I,4
81375,443,I,1
81375,107281,I,2
81375,800,I,3
81375,916434,I,4
81398,134,I,1
81398,1550,I,2
81398,582,I,3
81398,898634,I,4
81455,642198,I,1
81455,480099,I,2
81455,1526,I,3
81455,199325,I,4
81505,197,I,1
81505,1167,I,2
81505,515950,I,3
81505,1079,I,4
81529,608,I,1
81529,1276,I,2
81529,715274,I,3
81529,1123,I,4
81554,95,I,1
81554,1648,I,2
81554,363888,I,3
81554,56763,I,4
81573,432,I,1
81573,1659,I,2
81573,452288,I,3
81573,885,I,4
81777,556,I,1
81777,37,I,2
81777,65235,I,3
81777,806277,I,4
81974,56,I,1
81974,398,I,2
81974,837,I,3
81974,227039,I,4
82010,622544,I,1
82010,256,I,2
82010,67643,I,3
82010,1162,I,4
82085,237,I,1
82085,262,I,2
82085,1475,I,3
82085,1240,I,4
82158,2027,I,1
82158,153182,I,2
82158,268297,I,3
82158,369814,I,4
82176,116040,I,1
82176,42191,I,2
82176,751541,I,3
82176,150770,I,4
82198,216,I,1
82198,469,I,2
82198,1884,I,3
82198,922,I,4
82250,314,I,1
82250,409866,I,2
82250,306696,I,3
82250,134201,I,4
82269,273061,I,1
82269,29268,I,2
82269,92184,I,3
82269,527626,I,4
82340,621,I,1
82340,1812,I,2
82340,308,I,3
82340,587,I,4
82398,549,I,1
82398,962,I,2
82398,867694,I,3
82398,468,I,4
82406,1682,I,1
82406,621,I,2
82406,47440,I,3
82406,16776,I,4
82416,658,I,1
82416,460,I,2
82416,574436,I,3
82416,604640,I,4
82418,658133,I,1
82418,824386,I,2
82418,298859,I,3
82418,454415,I,4
82427,931,I,1
82427,141323,I,2
82427,42415,I,3
82427,567524,I,4
82495,130,I,1
82495,587,I,2
82495,194234,I,3
82495,469552,I,4
82694,154,I,1
82694,817748,I,2
82694,696463,I,3
82694,681041,I,4
82766,1159,I,1
82766,769311,I,2
82766,2079,I,3
82766,196247,I,4
82782,446986,I,1
82782,356590,I,2
82782,12682,I,3
82782,460974,I,4
82783,339737,I,1
82783,1728,I,2
82783,501721,I,3
82783,125123,I,4
82846,31,I,1
82846,20,I,2
82846,404,I,3
82846,571630,I,4
82869,125,I,1
82869,827973,I,2
82869,1967,I,3
82869,797725,I,4
82933,254,I,1
82933,554,I,2
82933,141380,I,3
82933,71502,I,4
82934,197,I,1
82934,1448,I,2
82934,171475,I,3
82934,503627,I,4
82971,148,I,1
82971,261,I,2
82971,293550,I,3
82971,722636,I,4
82979,886,I,1
82979,473,I,2
82979,1346,I,3
82979,467085,I,4
83131,195,I,1
83131,1006,I,2
83131,601,I,3
83131,643105,I,4
83190,1001,I,1
83190,1839,I,2
83190,5268,I,3
83190,902,I,4
83284,323,I,1
83284,230,I,2
83284,671446,I,3
83284,600961,I,4
83399,1101,I,1
83399,674231,I,2
83399,1652,I,3
83399,1841,I,4
83437,1327,I,1
83437,611811,I,2
83437,865,I,3
83437,574253,I,4
83511,560,I,1
83511,552,I,2
83511,1578,I,3
83511,574433,I,4
83530,1332,I,1
83530,353546,I,2
83530,978,I,3
83530,994,I,4
83630,1743,I,1
83630,617,I,2
83630,1800,I,3
83630,25309,I,4
83658,148,I,1
83658,442,I,2
83658,707,I,3
83658,1579,I,4
83722,176,I,1
83722,532,I,2
83722,1334,I,3
83722,1578,I,4
83791,1345,I,1
83791,612020,I,2
83791,568,I,3
83791,324397,I,4
83806,323,I,1
83806,1659,I,2
83806,1007,I,3
83806,941683,I,4
83833,430,I,1
83833,620,I,2
83833,102,I,3
83833,827663,I,4
83866,1794,I,1
83866,106,I,2
83866,1075,I,3
83866,908914,I,4
83907,132257,I,1
83907,762445,I,2
83907,217822,I,3
83907,48260,I,4
83929,576,I,1
83929,492,I,2
83929,1662,I,3
83929,1680,I,4
83972,454011,I,1
83972,767394,I,2
83972,111777,I,3
83972,50676,I,4
84237,313,I,1
84237,1201,I,2
84237,1450,I,3
84237,273,I,4
84302,226699,I,1
84302,831262,I,2
84302,904303,I,3
84302,17988,I,4
84412,1857,I,1
84412,474,I,2
84412,1480,I,3
84412,372958,I,4
84434,152,I,1
84434,700,I,2
84434,1418,I,3
84434,5162,I,4
84503,2097,I,1
84503,362959,I,2
84503,491190,I,3
84503,202870,I,4
84516,1851,I,1
84516,1576,I,2
84516,5266,I,3
84516,833152,I,4
84602,230,I,1
84602,1735,I,2
84602,949350,I,3
84602,1835,I,4
84695,584445,I,1
84695,830241,I,2
84695,898252,I,3
84695,217231,I,4
84726,638,I,1
84726,559,I,2
84726,1420,I,3
84726,1150,I,4
84777,290047,I,1
84777,312575,I,2
84777,768334,I,3
84777,630453,I,4
84787,621,I,1
84787,979,I,2
84787,202966,I,3
84787,557956,I,4
84805,163,I,1
84805,1448,I,2
84805,414,I,3
84805,1056,I,4
84809,1640,I,1
84809,1276,I,2
84809,885,I,3
84809,777432,I,4
84827,313,I,1
84827,310,I,2
84827,1831,I,3
84827,604563,I,4
84917,245,I,1
84917,2148,I,2
84917,335,I,3
84917,1475,I,4
84934,15081,I,1
84934,783072,I,2
84934,258905,I,3
84934,649803,I,4
85033,10915,I,1
85033,74204,I,2
85033,919798,I,3
85033,243809,I,4
85255,1702,I,1
85255,643105,I,2
85255,163748,I,3
85255,827663,I,4
85333,330360,I,1
85333,7082,I,2
85333,575,I,3
85333,698764,I,4
85334,82526,I,1
85334,227039,I,2
85334,569000,I,3
85334,777432,I,4
85407,686,I,1
85407,724,I,2
85407,643,I,3
85407,7042,I,4
85478,323,I,1
85478,910278,I,2
85478,931302,I,3
85478,513520,I,4
85549,884,I,1
85549,636694,I,2
85549,803785,I,3
85549,1230879,I,4
85636,40662,I,1
85636,625030,I,2
85636,641397,I,3
85636,192980,I,4
85701,366,I,1
85701,309,I,2
85701,215,I,3
85701,2037,I,4
85794,134,I,1
85794,1471,I,2
85794,7958,I,3
85794,928,I,4
85811,550989,I,1
85811,771,I,2
85811,428086,I,3
85811,768,I,4
85859,44,I,1
85859,726200,I,2
85859,533161,I,3
85859,493200,I,4
85862,1569,I,1
85862,1016,I,2
85862,324,I,3
85862,411531,I,4
85894,188,I,1
85894,678,I,2
85894,1831,I,3
85894,70801,I,4
85959,92,I,1
85959,416,I,2
85959,1385,I,3
85959,1402,I,4
85970,474,I,1
85970,414,I,2
85970,462735,I,3
85970,43552,I,4
85995,331,I,1
85995,350,I,2
85995,168042,I,3
85995,1642,I,4
86006,125,I,1
86006,107,I,2
86006,1970,I,3
86006,1884,I,4
86022,946160,I,1
86022,430746,I,2
86022,320323,I,3
86022,855837,I,4
86034,549,I,1
86034,726,I,2
86034,431139,I,3
86034,915468,I,4
86066,1367,I,1
86066,369,I,2
86066,1494,I,3
86066,664,I,4
86154,578,I,1
86154,587256,I,2
86154,672,I,3
86154,5162,I,4
86190,434,I,1
86190,148,I,2
86190,402,I,3
86190,1850,I,4
86200,129,I,1
86200,360,I,2
86200,1592,I,3
86200,557956,I,4
86250,199,I,1
86250,201,I,2
86250,874,I,3
86250,1512,I,4
86320,741378,I,1
86320,862962,I,2
86320,276290,I,3
86320,171754,I,4
86361,237,I,1
86361,722407,I,2
86361,1370,I,3
86361,409481,I,4
86393,1659,I,1
86393,1640,I,2
86393,452288,I,3
86393,178114,I,4
86465,552,I,1
86465,101,I,2
86465,897,I,3
86465,747,I,4
86541,249,I,1
86541,1323,I,2
86541,810500,I,3
86541,245356,I,4
86567,111,I,1
86567,639,I,2
86567,939795,I,3
86567,1056,I,4
86659,443313,I,1
86659,798819,I,2
86659,585053,I,3
86659,549424,I,4
86687,1070,I,1
86687,711118,I,2
86687,700443,I,3
86687,912528,I,4
86759,467,I,1
86759,859365,I,2
86759,763639,I,3
86759,114368,I,4
86770,26789,I,1
86770,488662,I,2
86770,596959,I,3
86770,732455,I,4
86827,1103,I,1
86827,509937,I,2
86827,192,I,3
86827,1622,I,4
86837,1702,I,1
86837,1475,I,2
86837,545,I,3
86837,837,I,4
86856,693,I,1
86856,1475,I,2
86856,289,I,3
86856,156,I,4
86879,719,I,1
86879,1371,I,2
86879,931,I,3
86879,234541,I,4
86960,552,I,1
86960,1662,I,2
86960,39226,I,3
86960,2060,I,4
86969,546,I,1
86969,115,I,2
86969,363157,I,3
86969,56310,I,4
86979,315288,I,1
86979,531,I,2
86979,445,I,3
86979,1826,I,4
86984,913738,I,1
86984,429,I,2
86984,1344,I,3
86984,1730,I,4
86993,154,I,1
86993,164,I,2
86993,59,I,3
86993,2081,I,4
87003,95,I,1
87003,1201,I,2
87003,287173,I,3
87003,56310,I,4
87015,1334,I,1
87015,827663,I,2
87015,193061,I,3
87015,2114,I,4
87032,608,I,1
87032,1123,I,2
87032,1509,I,3
87032,2035,I,4
87050,5022,I,1
87050,157,I,2
87050,35866,I,3
87050,291463,I,4
87078,216,I,1
87078,5063,I,2
87078,1882,I,3
87078,150219,I,4
87182,1492,I,1
87182,515,I,2
87182,768,I,3
87182,162361,I,4
87262,106,I,1
87262,1418,I,2
87262,428086,I,3
87262,181,I,4
87277,102,I,1
87277,1742,I,2
87277,1475,I,3
87277,1848,I,4
87298,26687,I,1
87298,36978,I,2
87298,59228,I,3
87298,65206,I,4
87332,195,I,1
87332,101,I,2
87332,244,I,3
87332,601,I,4
87363,2090,I,1
87363,121,I,2
87363,1924,I,3
87363,521829,I,4
87469,148,I,1
87469,1009,I,2
87469,702841,I,3
87469,700869,I,4
87538,1494,I,1
87538,1552,I,2
87538,223,I,3
87538,184392,I,4
87544,793585,I,1
87544,875332,I,2
87544,477449,I,3
87544,623214,I,4
87553,1832,I,1
87553,628955,I,2
87553,518,I,3
87553,1696,I,4
87578,329,I,1
87578,950707,I,2
87578,5033,I,3
87578,882054,I,4
87755,1345,I,1
87755,568,I,2
87755,324397,I,3
87755,926209,I,4
87799,829252,I,1
87799,549526,I,2
87799,296,I,3
87799,268331,I,4
87803,457,I,1
87803,9,I,2
87803,358180,I,3
87803,159258,I,4
87843,134,I,1
87843,249,I,2
87843,1527,I,3
87843,1852,I,4
87884,1765,I,1
87884,176,I,2
87884,1777,I,3
87884,77669,I,4
87909,124,I,1
87909,587,I,2
87909,630453,I,3
87909,34485,I,4
87910,1595,I,1
87910,262,I,2
87910,160452,I,3
87910,223738,I,4
87928,430,I,1
87928,47265,I,2
87928,326,I,3
87928,807571,I,4
87985,664,I,1
87985,1367,I,2
87985,670,I,3
87985,221,I,4
88000,1019,I,1
88000,381,I,2
88000,124079,I,3
88000,144119,I,4
88011,140,I,1
88011,678,I,2
88011,362,I,3
88011,635649,I,4
88024,633,I,1
88024,722407,I,2
88024,5430,I,3
88024,263,I,4
88083,585239,I,1
88083,836136,I,2
88083,525557,I,3
88083,821673,I,4
88128,208,I,1
88128,1309,I,2
88128,377888,I,3
88128,1706,I,4
88161,158,I,1
88161,435,I,2
88161,506405,I,3
88161,1006,I,4
88170,638,I,1
88170,559,I,2
88170,1420,I,3
88170,1150,I,4
88194,1595,I,1
88194,178,I,2
88194,1548,I,3
88194,1496,I,4
88247,216,I,1
88247,157,I,2
88247,299,I,3
88247,934902,I,4
88258,1661,I,1
88258,571106,I,2
88258,1302,I,3
88258,834571,I,4
88323,441,I,1
88323,646768,I,2
88323,660,I,3
88323,574468,I,4
88414,698,I,1
88414,1456,I,2
88414,1301,I,3
88414,4767,I,4
88509,637586,I,1
88509,945881,I,2
88509,35635,I,3
88509,618955,I,4
88680,1162,I,1
88680,275,I,2
88680,89244,I,3
88680,1045,I,4
88763,150,I,1
88763,502,I,2
88763,670,I,3
88763,417,I,4
88846,596,I,1
88846,2114,I,2
