film,oseba,mesto
73629,639782,4
73631,1001,1
73631,2144,2
73631,726,3
73631,65183,4
73650,93678,1
73650,145863,2
73650,704184,3
73650,885084,4
73692,886,1
73692,1046,2
73692,443,3
73692,335519,4
73705,359035,1
73705,798718,2
73705,523344,3
73705,464255,4
73707,474876,1
73707,4429,2
73707,821,3
73707,451166,4
73802,602,1
73802,1159,2
73802,731772,3
73802,1884,4
73812,2032,1
73812,268,2
73812,1657,3
73812,5056,4
73972,462,1
73972,396,2
73972,646,3
73972,236329,4
74028,1345,1
74028,568,2
74028,402611,3
74028,324397,4
74084,134,1
74084,367,2
74084,761212,3
74084,78116,4
74102,297686,1
74102,559405,2
74102,620026,3
74102,559483,4
74119,163,1
74119,602,2
74119,912001,3
74119,842,4
74174,527,1
74174,1575,2
74174,607558,3
74174,887696,4
74285,651,1
74285,1453,2
74285,1388,3
74285,237,4
74486,620756,1
74486,829270,2
74486,430535,3
74486,60931,4
74512,947,1
74512,1136,2
74512,364455,3
74512,1137,4
74695,336,1
74695,1703,2
74695,51,3
74695,1831,4
74749,1262,1
74749,137046,2
74749,1025,3
74749,680732,4
74751,313,1
74751,1301,2
74751,1448,3
74751,709907,4
74812,1868,1
74812,256,2
74812,430151,3
74812,1975,4
74851,309,1
74851,1800,2
74851,163748,3
74851,377750,4
74958,1159,1
74958,34,2
74958,2075,3
74958,380,4
75005,60,1
75005,1665,2
75005,827032,3
75005,1831,4
75029,142,1
75029,516800,2
75029,313381,3
75029,571853,4
75066,634,1
75066,7042,2
75066,1153,3
75066,477297,4
75147,125,1
75147,30,2
75147,1727,3
75147,1321,4
75148,230,1
75148,1735,2
75148,949350,3
75148,1835,4
75213,78,1
75213,2,2
75213,165,3
75213,71,4
75314,134,1
75314,149,2
75314,1732,3
75314,983,4
75675,454,1
75675,4486,2
75675,471079,3
75675,86116,4
75686,95,1
75686,473,2
75686,731634,3
75686,1406,4
75784,125,1
75784,641939,2
75784,323,3
75784,59,4
75824,721073,1
75824,962,2
75824,596807,3
75824,77921,4
75860,377,1
75860,76,2
75860,414,3
75860,227039,4
75925,302,1
75925,560,2
75925,930454,3
75925,1727,4
75968,1018,1
75968,172,2
75968,1215,3
75968,2081,4
76009,9,1
76009,304,2
76009,1221,3
76009,1884,4
76054,364455,1
76054,149,2
76054,40014,3
76054,446763,4
76070,142,1
76070,516800,2
76070,385757,3
76070,697733,4
76085,47,1
76085,52,2
76085,6893,3
76085,73414,4
76095,377,1
76095,556850,2
76095,191944,3
76095,70801,4
76162,407475,1
76162,423101,2
76162,643178,3
76162,559384,4
76538,551171,1
76538,714761,2
76538,197715,3
76538,1682,4
76666,237,1
76666,331186,2
76666,587944,3
76666,129955,4
76734,442,1
76734,469103,2
76734,671854,3
76734,2081,4
76740,1702,1
76740,187337,2
76740,704719,3
76740,24849,4
76752,549,1
76752,819,2
76752,432007,3
76752,1423,4
76759,434,1
76759,148,2
76759,402,3
76759,27,4
76786,363888,1
76786,143743,2
76786,117885,3
76786,98395,4
77031,84642,1
77031,2073,2
77031,173438,3
77031,621008,4
77089,2139,1
77089,1063,2
77089,362,3
77089,447,4
77362,404,1
77362,685,2
77362,1136,3
77362,587340,4
77394,34,1
77394,335519,2
77394,779963,3
77394,289343,4
77402,256361,1
77402,286010,2
77402,718203,3
77402,743417,4
77405,152,1
77405,724,2
77405,1731,3
77405,544371,4
77413,1811,1
77413,1201,2
77413,531546,3
77413,945,4
77416,134,1
77416,686,2
77416,1030,3
77416,1698,4
77474,641939,1
77474,1136,2
77474,254,3
77474,86867,4
77523,142,1
77523,516800,2
77523,507212,3
77523,350,4
77594,45,1
77594,949574,2
77594,415591,3
77594,639385,4
77651,587,1
77651,130,2
77651,602985,3
77651,477341,4
77663,886,1
77663,51,2
77663,1046,3
77663,912001,4
77711,6,1
77711,880521,2
77711,638784,3
77711,84917,4
77745,661,1
77745,724,2
77745,156,3
77745,1021,4
77766,1702,1
77766,308882,2
77766,358069,3
77766,556217,4
77869,345295,1
77869,820109,2
77869,774578,3
77869,457,4
77928,1113,1
77928,591968,2
77928,5019,3
77928,93678,4
77975,4,1
77975,261,2
77975,1371,3
77975,299122,4
78346,1659,1
78346,452288,2
78346,432,3
78346,8,4
78492,9,1
78492,549,2
78492,1321,3
78492,473228,4
78607,941374,1
78607,773884,2
78607,280,3
78607,701500,4
78718,199,1
78718,912001,2
78718,1234,3
78718,833448,4
78723,4,1
78723,101,2
78723,1852,3
78723,262,4
78748,244,1
78748,643,2
78748,457,3
78748,1021,4
78754,1702,1
78754,1448,2
78754,718237,3
78754,658336,4
78788,640,1
78788,8,2
78788,380,3
78788,2078,4
78841,634,1
78841,511,2
78841,2048,3
78841,912001,4
78869,1703,1
78869,578,2
78869,1233,3
78869,98733,4
78872,719738,1
78872,1682,2
78872,414,3
78872,615617,4
78875,908,1
78875,728,2
78875,935190,3
78875,856918,4
78902,160550,1
78902,598,2
78902,827663,3
78902,355097,4
78935,449404,1
78935,161889,2
78935,685194,3
78935,53230,4
78966,404,1
78966,493,2
78966,140,3
78966,103722,4
79095,778016,1
79095,530594,2
79095,221527,3
79095,880187,4
79116,142,1
79116,1526,2
79116,89348,3
79116,857806,4
79367,188,1
79367,1613,2
79367,10818,3
79367,455028,4
79417,163,1
79417,658,2
79417,737,3
79417,377888,4
79470,1037,1
79470,92,2
79470,1589,3
79470,416,4
79501,154,1
79501,760394,2
79501,117412,3
79501,1950,4
79522,95,1
79522,473,2
79522,446,3
79522,614526,4
79574,549,1
79574,1042,2
79574,3909,3
79574,1423,4
79579,18079,1
79579,60692,2
79579,613655,3
79579,268945,4
79817,230,1
79817,1735,2
79817,949350,3
79817,1835,4
79833,945280,1
79833,557968,2
79833,462017,3
79833,409296,4
79944,293981,1
79944,435289,2
79944,813463,3
79944,342458,4
79945,638,1
79945,559,2
79945,1420,3
79945,1150,4
80120,65235,1
80120,1664,2
80120,942352,3
80120,878784,4
80240,633,1
80240,384916,2
80240,608853,3
80240,542027,4
80310,940919,1
80310,860233,2
80310,914113,3
80310,986,4
80319,404,1
80319,5499,2
80319,573,3
80319,1056,4
80365,152,1
80365,1381,2
80365,1185,3
80365,887684,4
80391,588184,1
80391,933443,2
80391,853171,3
80391,668699,4
80453,222,1
80453,803,2
80453,571674,3
80453,200122,4
80455,4,1
80455,101,2
80455,130572,3
80455,1006,4
80487,331,1
80487,1098,2
80487,195,3
80487,461095,4
80516,1715,1
80516,886556,2
80516,2048,3
80516,550577,4
80569,199,1
80569,649,2
80569,261,3
80569,185210,4
80610,366,1
80610,367,2
80610,688497,3
80610,275138,4
80684,434,1
80684,148,2
80684,402,3
80684,1850,4
80736,18,1
80736,640,2
80736,1684,3
80736,267232,4
80745,429207,1
80745,758,2
80745,1884,3
80745,867694,4
80749,105,1
80749,130,2
80749,1463,3
80749,2144,4
80761,658133,1
80761,454415,2
80761,852551,3
80761,604987,4
80801,618452,1
80801,923366,2
80801,697865,3
80801,895116,4
80923,565907,1
80923,591968,2
80923,320395,3
80923,630453,4
81059,63,1
81059,1657,2
81059,1768,3
81059,660327,4
81283,661,1
81283,1546,2
81283,2139,3
81283,459,4
81353,245,1
81353,1167,2
81353,1827,3
81353,233209,4
81375,443,1
81375,107281,2
81375,800,3
81375,916434,4
81398,134,1
81398,1550,2
81398,582,3
81398,898634,4
81455,642198,1
81455,480099,2
81455,1526,3
81455,199325,4
81505,197,1
81505,1167,2
81505,515950,3
81505,1079,4
81529,608,1
81529,1276,2
81529,715274,3
81529,1123,4
81554,95,1
81554,1648,2
81554,363888,3
81554,56763,4
81573,432,1
81573,1659,2
81573,452288,3
81573,885,4
81777,556,1
81777,37,2
81777,65235,3
81777,806277,4
81974,56,1
81974,398,2
81974,837,3
81974,227039,4
82010,622544,1
82010,256,2
82010,67643,3
82010,1162,4
82085,237,1
82085,262,2
82085,1475,3
82085,1240,4
82158,2027,1
82158,153182,2
82158,268297,3
82158,369814,4
82176,116040,1
82176,42191,2
82176,751541,3
82176,150770,4
82198,216,1
82198,469,2
82198,1884,3
82198,922,4
82250,314,1
82250,409866,2
82250,306696,3
82250,134201,4
82269,273061,1
82269,29268,2
82269,92184,3
82269,527626,4
82340,621,1
82340,1812,2
82340,308,3
82340,587,4
82398,549,1
82398,962,2
82398,867694,3
82398,468,4
82406,1682,1
82406,621,2
82406,47440,3
82406,16776,4
82416,658,1
82416,460,2
82416,574436,3
82416,604640,4
82418,658133,1
82418,824386,2
82418,298859,3
82418,454415,4
82427,931,1
82427,141323,2
82427,42415,3
82427,567524,4
82495,130,1
82495,587,2
82495,194234,3
82495,469552,4
82694,154,1
82694,817748,2
82694,696463,3
82694,681041,4
82766,1159,1
82766,769311,2
82766,2079,3
82766,196247,4
82782,446986,1
82782,356590,2
82782,12682,3
82782,460974,4
82783,339737,1
82783,1728,2
82783,501721,3
82783,125123,4
82846,31,1
82846,20,2
82846,404,3
82846,571630,4
82869,125,1
82869,827973,2
82869,1967,3
82869,797725,4
82933,254,1
82933,554,2
82933,141380,3
82933,71502,4
82934,197,1
82934,1448,2
82934,171475,3
82934,503627,4
82971,148,1
82971,261,2
82971,293550,3
82971,722636,4
82979,886,1
82979,473,2
82979,1346,3
82979,467085,4
83131,195,1
83131,1006,2
83131,601,3
83131,643105,4
83190,1001,1
83190,1839,2
83190,5268,3
83190,902,4
83284,323,1
83284,230,2
83284,671446,3
83284,600961,4
83399,1101,1
83399,674231,2
83399,1652,3
83399,1841,4
83437,1327,1
83437,611811,2
83437,865,3
83437,574253,4
83511,560,1
83511,552,2
83511,1578,3
83511,574433,4
83530,1332,1
83530,353546,2
83530,978,3
83530,994,4
83630,1743,1
83630,617,2
83630,1800,3
83630,25309,4
83658,148,1
83658,442,2
83658,707,3
83658,1579,4
83722,176,1
83722,532,2
83722,1334,3
83722,1578,4
83791,1345,1
83791,612020,2
83791,568,3
83791,324397,4
83806,323,1
83806,1659,2
83806,1007,3
83806,941683,4
83833,430,1
83833,620,2
83833,102,3
83833,827663,4
83866,1794,1
83866,106,2
83866,1075,3
83866,908914,4
83907,132257,1
83907,762445,2
83907,217822,3
83907,48260,4
83929,576,1
83929,492,2
83929,1662,3
83929,1680,4
83972,454011,1
83972,767394,2
83972,111777,3
83972,50676,4
84237,313,1
84237,1201,2
84237,1450,3
84237,273,4
84302,226699,1
84302,831262,2
84302,904303,3
84302,17988,4
84412,1857,1
84412,474,2
84412,1480,3
84412,372958,4
84434,152,1
84434,700,2
84434,1418,3
84434,5162,4
84503,2097,1
84503,362959,2
84503,491190,3
84503,202870,4
84516,1851,1
84516,1576,2
84516,5266,3
84516,833152,4
84602,230,1
84602,1735,2
84602,949350,3
84602,1835,4
84695,584445,1
84695,830241,2
84695,898252,3
84695,217231,4
84726,638,1
84726,559,2
84726,1420,3
84726,1150,4
84777,290047,1
84777,312575,2
84777,768334,3
84777,630453,4
84787,621,1
84787,979,2
84787,202966,3
84787,557956,4
84805,163,1
84805,1448,2
84805,414,3
84805,1056,4
84809,1640,1
84809,1276,2
84809,885,3
84809,777432,4
84827,313,1
84827,310,2
84827,1831,3
84827,604563,4
84917,245,1
84917,2148,2
84917,335,3
84917,1475,4
84934,15081,1
84934,783072,2
84934,258905,3
84934,649803,4
85033,10915,1
85033,74204,2
85033,919798,3
85033,243809,4
85255,1702,1
85255,643105,2
85255,163748,3
85255,827663,4
85333,330360,1
85333,7082,2
85333,575,3
85333,698764,4
85334,82526,1
85334,227039,2
85334,569000,3
85334,777432,4
85407,686,1
85407,724,2
85407,643,3
85407,7042,4
85478,323,1
85478,910278,2
85478,931302,3
85478,513520,4
85549,884,1
85549,636694,2
85549,803785,3
85549,1230879,4
85636,40662,1
85636,625030,2
85636,641397,3
85636,192980,4
85701,366,1
85701,309,2
85701,215,3
85701,2037,4
85794,134,1
85794,1471,2
85794,7958,3
85794,928,4
85811,550989,1
85811,771,2
85811,428086,3
85811,768,4
85859,44,1
85859,726200,2
85859,533161,3
85859,493200,4
85862,1569,1
85862,1016,2
85862,324,3
85862,411531,4
85894,188,1
85894,678,2
85894,1831,3
85894,70801,4
85959,92,1
85959,416,2
85959,1385,3
85959,1402,4
85970,474,1
85970,414,2
85970,462735,3
85970,43552,4
85995,331,1
85995,350,2
85995,168042,3
85995,1642,4
86006,125,1
86006,107,2
86006,1970,3
86006,1884,4
86022,946160,1
86022,430746,2
86022,320323,3
86022,855837,4
86034,549,1
86034,726,2
86034,431139,3
86034,915468,4
86066,1367,1
86066,369,2
86066,1494,3
86066,664,4
86154,578,1
86154,587256,2
86154,672,3
86154,5162,4
86190,434,1
86190,148,2
86190,402,3
86190,1850,4
86200,129,1
86200,360,2
86200,1592,3
86200,557956,4
86250,199,1
86250,201,2
86250,874,3
86250,1512,4
86320,741378,1
86320,862962,2
86320,276290,3
86320,171754,4
86361,237,1
86361,722407,2
86361,1370,3
86361,409481,4
86393,1659,1
86393,1640,2
86393,452288,3
86393,178114,4
86465,552,1
86465,101,2
86465,897,3
86465,747,4
86541,249,1
86541,1323,2
86541,810500,3
86541,245356,4
86567,111,1
86567,639,2
86567,939795,3
86567,1056,4
86659,443313,1
86659,798819,2
86659,585053,3
86659,549424,4
86687,1070,1
86687,711118,2
86687,700443,3
86687,912528,4
86759,467,1
86759,859365,2
86759,763639,3
86759,114368,4
86770,26789,1
86770,488662,2
86770,596959,3
86770,732455,4
86827,1103,1
86827,509937,2
86827,192,3
86827,1622,4
86837,1702,1
86837,1475,2
86837,545,3
86837,837,4
86856,693,1
86856,1475,2
86856,289,3
86856,156,4
86879,719,1
86879,1371,2
86879,931,3
86879,234541,4
86960,552,1
86960,1662,2
86960,39226,3
86960,2060,4
86969,546,1
86969,115,2
86969,363157,3
86969,56310,4
86979,315288,1
86979,531,2
86979,445,3
86979,1826,4
86984,913738,1
86984,429,2
86984,1344,3
86984,1730,4
86993,154,1
86993,164,2
86993,59,3
86993,2081,4
87003,95,1
87003,1201,2
87003,287173,3
87003,56310,4
87015,1334,1
87015,827663,2
87015,193061,3
87015,2114,4
87032,608,1
87032,1123,2
87032,1509,3
87032,2035,4
87050,5022,1
87050,157,2
87050,35866,3
87050,291463,4
87078,216,1
87078,5063,2
87078,1882,3
87078,150219,4
87182,1492,1
87182,515,2
87182,768,3
87182,162361,4
87262,106,1
87262,1418,2
87262,428086,3
87262,181,4
87277,102,1
87277,1742,2
87277,1475,3
87277,1848,4
87298,26687,1
87298,36978,2
87298,59228,3
87298,65206,4
87332,195,1
87332,101,2
87332,244,3
87332,601,4
87363,2090,1
87363,121,2
87363,1924,3
87363,521829,4
87469,148,1
87469,1009,2
87469,702841,3
87469,700869,4
87538,1494,1
87538,1552,2
87538,223,3
87538,184392,4
87544,793585,1
87544,875332,2
87544,477449,3
87544,623214,4
87553,1832,1
87553,628955,2
87553,518,3
87553,1696,4
87578,329,1
87578,950707,2
87578,5033,3
87578,882054,4
87755,1345,1
87755,568,2
87755,324397,3
87755,926209,4
87799,829252,1
87799,549526,2
87799,296,3
87799,268331,4
87803,457,1
87803,9,2
87803,358180,3
87803,159258,4
87843,134,1
87843,249,2
87843,1527,3
87843,1852,4
87884,1765,1
87884,176,2
87884,1777,3
87884,77669,4
87909,124,1
87909,587,2
87909,630453,3
87909,34485,4
87910,1595,1
87910,262,2
87910,160452,3
87910,223738,4
87928,430,1
87928,47265,2
87928,326,3
87928,807571,4
87985,664,1
87985,1367,2
87985,670,3
87985,221,4
88000,1019,1
88000,381,2
88000,124079,3
88000,144119,4
88011,140,1
88011,678,2
88011,362,3
88011,635649,4
88024,633,1
88024,722407,2
88024,5430,3
88024,263,4
88083,585239,1
88083,836136,2
88083,525557,3
88083,821673,4
88128,208,1
88128,1309,2
88128,377888,3
88128,1706,4
88161,158,1
88161,435,2
88161,506405,3
88161,1006,4
88170,638,1
88170,559,2
88170,1420,3
88170,1150,4
88194,1595,1
88194,178,2
88194,1548,3
88194,1496,4
88247,216,1
88247,157,2
88247,299,3
88247,934902,4
88258,1661,1
88258,571106,2
88258,1302,3
88258,834571,4
88323,441,1
88323,646768,2
88323,660,3
88323,574468,4
88414,698,1
88414,1456,2
88414,1301,3
88414,4767,4
88509,637586,1
88509,945881,2
88509,35635,3
88509,618955,4
88680,1162,1
88680,275,2
88680,89244,3
88680,1045,4
88763,150,1
88763,502,2
88763,670,3
88763,417,4
88846,596,1
88846,2114,2
88846,134,3
88846,1340,4
88847,389,1
88847,555,2
88847,208,3
88847,639,4
88889,106,1
88889,249,2
88889,454418,3
88889,573299,4
88930,107281,1
88930,347,2
88930,1404,3
88930,502,4
88939,418,1
88939,155,2
88939,1856,3
88939,1923,4
88944,216,1
88944,1044,2
88944,445,3
88944,920460,4
88979,2148,1
88979,571106,2
88979,907923,3
88979,131974,4
88993,136440,1
88993,18777,2
88993,683334,3
88993,175826,4
89003,314,1
89003,706298,2
89003,491590,3
89003,842,4
89013,53519,1
89013,397021,2
89013,226030,3
89013,34485,4
89017,275,1
89017,187,2
89017,1644,3
89017,89685,4
89155,331,1
89155,833,2
89155,923984,3
89155,508844,4
89175,1697,1
89175,706619,2
89175,294,3
89175,1522,4
89218,276,1
89218,982,2
89218,169480,3
89218,397,4
89280,58911,1
89280,838271,2
89280,91786,3
89280,658327,4
89346,156,1
89346,201,2
89346,681968,3
89346,34492,4
89370,140,1
89370,678,2
89370,362,3
89370,283754,4
89393,405310,1
89393,737553,2
89393,419747,3
89393,399981,4
89421,328,1
89421,232,2
89421,7042,3
89421,722636,4
89424,458,1
89424,471,2
89424,968,3
89424,506784,4
89461,846818,1
89461,889152,2
89461,613997,3
89461,141114,4
89489,706883,1
89489,528,2
89489,278752,3
89489,277975,4
89530,154,1
89530,877913,2
89530,817748,3
89530,168284,4
89543,158,1
89543,1742,2
89543,1056,3
89543,1164,4
89606,321764,1
89606,902059,2
89606,509258,3
89606,455688,4
89686,387,1
89686,666593,2
89686,616766,3
89686,750852,4
89755,658,1
89755,602,2
89755,1970,3
89755,457655,4
89767,142,1
89767,605363,2
89767,811202,3
89767,1607,4
89791,607,1
89791,197354,2
89791,392625,3
89791,758405,4
89822,430,1
89822,807571,2
89822,333701,3
89822,935498,4
89841,197,1
89841,678,2
89841,5162,3
89841,709907,4
89853,1201,1
89853,1099,2
89853,732,3
89853,582778,4
89869,492649,1
89869,746147,2
89869,809572,3
89869,908525,4
89880,230,1
89880,1077,2
89880,621008,3
89880,925,4
89881,619938,1
89881,855417,2
89881,628704,3
89881,753480,4
89886,174,1
89886,418909,2
89886,1534,3
89886,40472,4
89901,911542,1
89901,1297,2
89901,979,3
89901,696430,4
89908,103,1
89908,932116,2
89908,550577,3
89908,1453,4
89927,230,1
89927,1735,2
89927,949350,3
89927,1835,4
89961,1545,1
89961,1475,2
89961,399663,3
89961,580565,4
90021,997,1
90021,569239,2
90021,433,3
90021,1227,4
90094,605363,1
90094,546004,2
90094,606541,3
90094,649,4
90098,1006,1
90098,1077,2
90098,1800,3
90098,42438,4
90103,131,1
90103,1879,2
90103,381,3
90103,301305,4
90142,150,1
90142,358996,2
90142,882151,3
90142,505842,4
90180,676973,1
90180,353,2
90180,659601,3
90180,275391,4
90248,794060,1
90248,593911,2
90248,441975,3
90248,1122635,4
90264,549,1
90264,686,2
90264,617,3
90264,5063,4
90305,1309,1
90305,593819,2
90305,1456,3
90305,200,4
90329,148,1
90329,534,2
90329,1305,3
90329,813977,4
90350,620,1
90350,518821,2
90350,34661,3
90350,855657,4
90357,746583,1
90357,184893,2
90357,1830,3
90357,1891,4
90555,1357,1
90555,468957,2
90555,576851,3
90555,347858,4
90563,767,1
90563,1095,2
90563,201462,3
90563,208850,4
90583,507,1
90583,193,2
90583,902,3
90583,1610,4
90605,244,1
90605,299,2
90605,1343,3
90605,1663,4
90633,1123,1
90633,1626,2
90633,948361,3
90633,675490,4
90670,576,1
90670,686,2
90670,524,3
90670,1606,4
90685,1098,1
90685,1419,2
90685,949350,3
90685,330360,4
90728,621,1
90728,326,2
90728,241748,3
90728,393222,4
90756,618,1
90756,1492,2
90756,454,3
90756,368,4
90852,92,1
90852,495323,2
90852,516180,3
90852,100692,4
90859,230,1
90859,557,2
90859,763858,3
90859,732367,4
90863,56,1
90863,129,2
90863,1512,3
90863,1726,4
90888,1494,1
90888,784171,2
90888,415,3
90888,608012,4
90927,1569,1
90927,1511,2
90927,842,3
90927,84086,4
90967,1823,1
90967,527099,2
90967,905,3
90967,971,4
91042,111,1
91042,1688,2
91042,214,3
91042,470,4
91064,156,1
91064,133,2
91064,315288,3
91064,100205,4
91083,1062,1
91083,186225,2
91083,814811,3
91083,286010,4
91129,552,1
91129,714164,2
91129,1097,3
91129,1470,4
91159,474,1
91159,913797,2
91159,1841,3
91159,211,4
91167,1201,1
91167,1848,2
91167,323,3
91167,1347,4
91203,483,1
91203,125,2
91203,317,3
91203,366509,4
91223,1411,1
91223,1464,2
91223,1841,3
91223,596959,4
91251,470385,1
91251,592500,2
91251,490708,3
91251,46575,4
91288,598971,1
91288,367,2
91288,809,3
91288,220015,4
91326,1552,1
91326,1494,2
91326,425944,3
91326,540330,4
91341,529402,1
91341,503095,2
91341,945085,3
91341,300174,4
91369,309,1
91369,124,2
91369,296614,3
91369,860712,4
91419,1548,1
91419,338746,2
91419,306696,3
91419,835925,4
91445,433,1
91445,338061,2
91445,221,3
91445,5489,4
91474,676973,1
91474,2114,2
91474,260,3
91474,4051,4
91499,389,1
91499,385757,2
91499,364307,3
91499,810379,4
91541,158,1
91541,1480,2
91541,324231,3
91541,822972,4
91578,6762,1
91578,786022,2
91578,358,3
91578,334262,4
91605,125,1
91605,225,2
91605,702818,3
91605,59946,4
91630,515128,1
91630,40662,2
91630,551185,3
91630,926114,4
91763,221,1
91763,297,2
91763,353,3
91763,202966,4
91790,208,1
91790,1083,2
91790,1765,3
91790,1633,4
91875,2138,1
91875,345,2
91875,874,3
91875,283311,4
91886,249,1
91886,902,2
91886,614526,3
91886,1698,4
91954,198,1
91954,916050,2
91954,371342,3
91954,84033,4
92005,696,1
92005,203,2
92005,397,3
92005,5278,4
92007,638,1
92007,559,2
92007,1420,3
92007,1150,4
92067,849028,1
92067,948445,2
92067,368969,3
92067,855385,4
92076,454,1
92076,930226,2
92076,796842,3
92076,608405,4
92086,188,1
92086,331,2
92086,1737,3
92086,778,4
92099,129,1
92099,209,2
92099,534,3
92099,174,4
92214,443,1
92214,1436,2
92214,1477,3
92214,324937,4
92263,862479,1
92263,2000,2
92263,334,3
92263,160823,4
92345,949241,1
92345,853122,2
92345,569598,3
92345,564841,4
92359,756114,1
92359,1764,2
92359,183417,3
92359,121026,4
92400,642145,1
92400,775,2
92400,5408,3
92400,294,4
92455,1772,1
92455,653,2
92455,408,3
92455,996,4
92493,1357,1
92493,468957,2
92493,576851,3
92493,227669,4
92563,620,1
92563,134,2
92563,956,3
92563,1648,4
92593,542009,1
92593,270830,2
92593,705072,3
92593,141133,4
92618,620,1
92618,1159,2
92618,481,3
92618,620756,4
92644,552,1
92644,1662,2
92644,1638,3
92644,1074,4
92654,598,1
92654,289,2
