id,naslov,leto-zacetek,leto-konec,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
365847,Mit,2005,2005,122,2005,6.1,,15071,,PG-13,"Archeologist Jack keeps having reoccurring dreams of a past life, where he is the great General Meng Yi, who is sworn to protect a Korean Princess named Ok-Soo. Jack decides to go investigate everything with his friend William."
365907,Sprehod med nagrobniki,2014,2014,114,2014,6.5,57,117114,26307600,R,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
366174,Anacondas: The Hunt for the Blood Orchid,2004,2004,97,2004,4.7,40,30725,32238923,PG-13,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other."
366548,Vesele nogice,2006,2006,108,2006,6.4,77,177688,198000317,PG,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
366551,Zadeta modela,2004,2004,88,2004,7.0,64,189527,18225165,R,A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.
366627,The Jacket,2005,2005,103,2005,7.1,44,111231,6303762,R,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them."
366777,Millions,2004,2004,98,2004,6.9,74,25226,6583149,PG,"Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of."
366780,Mirrormask,2005,2005,101,2005,6.8,55,22763,864959,PG,"In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home."
367027,Shortbus,2006,2006,101,2006,6.4,64,32938,1985292,,"A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality."
367085,Soul Plane,2004,2004,86,2004,4.5,33,22537,13922211,R,"Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions."
367089,The Squid and the Whale,2005,2005,81,2005,7.3,82,81542,7362100,R,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.
367110,"Swades: We, the People",2004,2004,210,2004,8.2,,87369,1223240,,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
367279,Odbita rodbina,2003,2019,22,2003–2019,8.7,,289209,,,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable."
367594,Carli in tovarna cokolade,2005,2005,115,2005,6.6,72,450463,206459076,PG,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
367631,D.E.B.S.,2004,2004,91,2004,5.3,42,15503,96793,PG-13,"Plaid-skirted schoolgirls are groomed by a secret government agency to become the newest members of the elite national-defense group, D.E.B.S."
367652,Deuce Bigalow: European Gigolo,2005,2005,83,2005,4.7,23,50010,22264487,R,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst."
367882,Indiana Jones in kraljestvo kristalne lobanje,2008,2008,122,2008,6.1,65,439816,317101119,PG-13,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls."
367959,Hannibal: Rojstvo zla,2007,2007,121,2007,6.2,35,107401,27670986,R,"After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death."
368008,Mandzurski kandidat,2004,2004,129,2004,6.6,76,108278,65955630,R,"In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes."
368222,Romance & Cigarettes,2005,2005,105,2005,6.2,55,12072,540085,R,This down-and-dirty musical set in the world of working-class New York tells the story of a husband's journey into infidelity and redemption when he must choose between his seductive mistress and his beleaguered wife.
368226,The Room,2003,2003,99,2003,3.7,9,86153,557236,R,"Johnny is a successful bank executive who lives quietly in a San Francisco townhouse with his fiancée, Lisa. One day, putting aside any scruple, she seduces Johnny's best friend, Mark. From there, nothing will be the same again."
368479,Pod lupo pravice,2003,2010,44,2003–2010,7.6,,26051,,,"The Philadelphia homicide squad's lone female detective finds her calling when she's assigned ""cold cases"", older crimes that have never been solved."
368530,One Tree Hill,2003,2012,60,2003–2012,7.7,,75695,,,"Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
368578,Are We There Yet?,2005,2005,95,2005,4.7,27,31067,82674398,PG,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for."
368709,Elizabethtown,2005,2005,123,2005,6.4,45,69206,26838389,PG-13,"During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess."
368794,Bob Dylan: 7 obrazov,2007,2007,135,2007,6.9,73,57894,4017609,R,"Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work."
368891,Zaklad pozabljenih,2004,2004,131,2004,6.9,39,317079,173008894,PG,A historian races to find the legendary Templar Treasure before a team of mercenaries.
368909,Ong-bak,2003,2003,108,2003,7.2,69,73165,4560061,R,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it."
368933,Princeskin dnevnik 2,2004,2004,113,2004,5.8,43,77681,95170481,,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
369339,Stranski ucinki,2004,2004,120,2004,7.5,71,381490,101005703,R,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.
369436,Božič na kvadrat,2008,2008,88,2008,5.7,41,67965,120146040,PG-13,A couple struggles to visit all four of their divorced parents on Christmas.
369441,Norcije z Dickom in Jane,2005,2005,90,2005,6.2,47,141275,110332737,PG-13,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."
369610,Jurski svet,2015,2015,124,2015,7.0,59,604393,652270625,PG-13,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree."
369672,Ljubezenska pesem za Bobbyja Longa,2004,2004,119,2004,7.1,48,25842,159171,R,A headstrong young woman returns to New Orleans after the death of her estranged mother.
369702,Mar adentro,2004,2004,126,2004,8.0,74,80024,2086345,PG-13,"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die."
370032,Ultraviolet,2006,2006,88,2006,4.4,18,80887,18500966,PG-13,"A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages."
370263,AVP: Alien vs. Predator,2004,2004,101,2004,5.6,29,191402,80282231,PG-13,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win."
370986,Mysterious Skin,2004,2004,105,2004,7.6,73,67740,697181,Unrated,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth."
371246,Spanglescina,2004,2004,131,2004,6.4,48,82039,42044321,PG-13,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."
371257,Ostani,2005,2005,99,2005,6.8,41,77815,3626883,R,A psychiatrist attempts to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.
371606,Chicken Little,2005,2005,81,2005,5.7,48,89393,135386665,G,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion."
371724,Štoparski vodnik po galaksiji,2005,2005,109,2005,6.7,63,192346,51085416,PG,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy."""
371746,Iron Man,2008,2008,126,2008,7.9,79,990495,318412101,PG-13,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
372183,Bournova premoč,2004,2004,108,2004,7.7,73,448124,176241941,PG-13,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
372532,Spremljevalec za poroko,2005,2005,90,2005,6.2,32,50687,31726995,PG-13,"Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing."
372588,Team America: World Police,2004,2004,98,2004,7.2,64,164911,32786074,R,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love."
372784,Batman: na začetku,2005,2005,140,2005,8.2,70,1368853,206852432,PG-13,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
372873,D-War,2007,2007,107,2007,3.5,33,24257,10977721,PG-13,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped."
373051,Potovanje v sredisce zemlje,2008,2008,93,2008,5.8,57,118239,101704370,PG,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth."
373074,Kung fu frka,2004,2004,99,2004,7.7,78,133631,17108591,R,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
373283,Saints and Soldiers,2003,2003,90,2003,6.7,56,20464,1310470,PG-13,Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.
373732,The Boondocks,2005,2014,22,2005–2014,8.4,,28581,,,"Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather."
373883,Halloween,2007,2007,109,2007,6.1,47,116006,58272029,R,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution and immediately returns to Haddonfield to find his baby sister, Laurie."
373889,Harry Potter in Feniksov red,2007,2007,138,2007,7.5,71,539147,292004738,PG-13,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts."
373926,Prevajalka,2005,2005,128,2005,6.4,62,103590,72708161,PG-13,"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot."
373981,Kontroll,2003,2003,111,2003,7.6,72,25122,237183,R,"A tale about a strange young man, Bulcsú, the fellow inspectors on his team, all without exception likable characters, a rival ticket inspection team and racing along the tracks - and a tale about love."
374102,Open Water,2003,2003,79,2003,5.7,63,52744,30610863,R,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
374339,Mou gaan dou III: Jung gik mou gaan,2003,2003,118,2003,6.9,,13083,,,"Months after the events of the original film, Ming suspects a police superintendent as being a new mole for the triads, while years earlier, Yan embarks on his first mission."
374536,V objemu carovnice,2005,2005,102,2005,4.8,34,71191,62252415,PG-13,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964)."
374546,"Pomlad, poletje, jesen, zima... in pomlad",2003,2003,103,2003,8.0,85,80733,2380788,R,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
374563,Captivity,2007,2007,96,2007,4.6,24,22935,2626800,R,"A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed."
374887,Munna Bhai M.B.B.S.,2003,2003,156,2003,8.1,,78302,,,A gangster sets out to fulfill his father's dream of becoming a doctor.
374900,Napoleon Dynamite,2004,2004,96,2004,6.9,64,207797,44540956,PG,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
375063,Stranpota,2004,2004,127,2004,7.5,94,185946,71503593,R,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle."
375154,Tristan in Izolda,2006,2006,125,2006,6.8,49,51662,14732623,PG-13,An affair between the second in line to Britain's throne and the princess of the feuding Irish spells doom for the young lovers.
375173,Alfie,2004,2004,103,2004,6.2,49,51986,13399812,R,A cockney womanizer learns the hard way about the dangers of his actions.
375679,Usodna nesreca,2004,2004,112,2004,7.7,66,428314,54580300,R,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
375912,Zadnji posel,2004,2004,105,2004,7.3,73,174301,2338695,R,A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.
376108,Rebound,2005,2005,86,2005,5.2,36,12849,16808336,PG,An acclaimed college basketball coach is demoted to a junior varsity team after a public meltdown.
376136,Zapiti dnevnik,2011,2011,119,2011,6.2,56,101117,13100042,R,American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.
376541,Bliznji odnosi,2004,2004,104,2004,7.2,65,210613,33987757,R,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
376994,Mozje X: Zadnji spopad,2006,2006,104,2006,6.7,58,498220,234362462,PG-13,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men."
377062,Feniksov let,2004,2004,113,2004,6.1,47,53456,21009180,PG-13,Survivors of a plane crash in the Mongolian desert work together to build a new plane.
377091,Mean Creek,2004,2004,90,2004,7.2,74,31414,603951,R,"When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge."
377092,Zlobna dekleta,2004,2004,97,2004,7.0,66,358149,86058055,PG-13,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
377109,Krog 2,2005,2005,110,2005,5.4,44,94172,76231249,PG-13,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
377471,Be Cool,2005,2005,118,2005,5.6,37,68675,56046979,PG-13,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way."
377818,The Dukes of Hazzard,2005,2005,104,2005,5.1,33,77483,80270227,PG-13,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane."
377981,Gnomeo in Julija,2011,2011,84,2011,5.9,53,54342,99967670,,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?"
378109,V nevarni modrini,2005,2005,110,2005,5.9,45,75378,18472363,PG-13,A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.
378194,Ubila bom Billa 2,2004,2004,137,2004,8.0,83,718133,66208183,R,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
378793,Zamolcani dogodek,2004,2004,89,2004,7.2,,25836,,PG-13,"After a blurred trauma over the summer, Melinda enters high school a selective mute. Struggling with school, friends, and family, she tells the dark tale of her experiences, and why she has chosen not to speak."
378947,Melinda and Melinda,2004,2004,99,2004,6.4,54,31881,3825351,PG-13,"Two alternating stories, one comedy and the other tragedy, about Melinda's attempts to straighten out her life."
379306,A Good Woman,2004,2004,93,2004,6.5,53,13121,223144,PG,A 1930s American socialite creates a scandal in the expatriate high society of the Amalfi Coast of Italy when she forms a secretive relationship with a wealthy American unbeknownst to his young wife.
379632,Zvijace,2004,2012,60,2004–2012,8.1,,22131,,,A motley group of London con artists pulls off a series of daring and intricate stings.
379725,Capote,2005,2005,114,2005,7.3,88,129597,28747570,R,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row."
379786,Vesoljska ladja Serenity,2005,2005,119,2005,7.8,74,289981,25514517,PG-13,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
379865,Zvezdnik z igrisca,2008,2008,114,2008,6.0,56,31973,31199215,PG-13,"In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under."
380136,QI,2003,2022,30,2003–,8.6,,30697,,,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer some questions as well."
380510,V mojih nebesih,2009,2009,135,2009,6.7,42,164492,43818839,PG-13,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.
380599,Oliver Twist,2005,2005,130,2005,6.8,65,32117,1987287,PG-13,"An adaptation of the classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master."
380623,Popoln moski,2005,2005,100,2005,5.5,27,29701,16247775,PG,"A lonely mother begins receiving romantic e-mails from a secret admirer, unaware that this perfect man is really a creation of her daughter who is trying to cheer her up."
381061,007 - Casino Royale,2006,2006,144,2006,8.0,80,622815,167445960,PG-13,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
381348,"Kumo no mukô, yakusoku no basho",2004,2004,90,2004,7.0,,13527,,,"In an alternate postwar timeline, Japan is divided into the Union-controlled North and the US-controlled South."
381707,White Chicks,2004,2004,109,2004,5.7,41,138446,70831760,PG-13,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.
381798,Newyorski gasilci,2004,2011,60,2004–2011,8.3,,25813,,,Tommy Gavin deals with the fears of his job as a firefighter and seeing his ex-wife dating other men.
381849,3:10 za Yumo,2007,2007,122,2007,7.7,76,299370,53606916,R,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
381966,Creep,2004,2004,85,2004,5.6,,29246,,R,"Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets."
382077,Srhljive skrivalnice,2005,2005,101,2005,6.0,35,83860,51100486,R,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend."
382189,My Summer of Love,2004,2004,86,2004,6.7,82,20259,992238,R,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tamsin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together."
382625,Da Vincijeva šifra,2006,2006,149,2006,6.6,46,416919,217536138,PG-13,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
382932,Ratatouille,2007,2007,111,2007,8.0,96,673904,206445654,G,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
382992,Stealth,2005,2005,121,2005,5.1,35,53105,32116746,PG-13,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control before it initiates the next world war."
383010,The Three Stooges,2012,2012,92,2012,5.1,56,31019,44338224,PG,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show."
383028,Prispodoba,2008,2008,124,2008,7.6,67,87811,3081925,R,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play."
383060,Zoom,2006,2006,93,2006,4.4,26,20530,11631245,PG,Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.
383126,MythBusters,2003,2022,44,2003–,8.3,,51435,,,A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.
383216,The Pink Panther,2006,2006,93,2006,5.7,38,84404,82226474,PG,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
383574,Pirati s Karibov: Mrtveceva skrinja,2006,2006,151,2006,7.3,53,679233,423315812,PG-13,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."
383694,Vera Drake,2004,2004,125,2004,7.6,83,24906,3753806,R,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.
384369,Napola - Elite für den Führer,2004,2004,110,2004,7.4,65,15365,144065,,Friedrich's boxing skills gets him in an elite Nazi high school in a castle in 1942. He enrolls against his dad's wish as it promises a brighter future. It's not what he expected.
384680,Vremenar,2005,2005,102,2005,6.5,61,79176,12482775,R,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive."
384766,Rome,2005,2007,52,2005–2007,8.7,,162258,,,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.
384793,Student naj bo,2006,2006,93,2006,6.4,47,129145,36323505,PG-13,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown."
384806,The Amityville Horror,2005,2005,90,2005,6.0,33,109511,65233369,R,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.
385002,Hooligans,2005,2005,109,2005,7.4,55,146644,344095,R,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
385004,Shi mian mai fu,2004,2004,119,2004,7.5,89,110229,11050094,PG-13,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem."
385267,V dobri družbi,2004,2004,110,2004,6.4,66,54591,45806659,PG-13,A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.
385307,Miss Congeniality 2: Armed & Fabulous,2005,2005,115,2005,5.2,34,72375,48478006,PG-13,"After Heather Burns (Cheryl Frasier) and Stan Fields (William Shatner) are kidnapped, Gracie Hart (Sandra Bullock) goes undercover in Las Vegas, Nevada to find them."
385700,Fainaru fantajî sebun adobento chirudoren,2005,2005,101,2005,7.2,,55924,,PG-13,An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.
385705,The Football Factory,2004,2004,91,2004,6.8,,29843,,R,"An insight on the gritty life of a bored male, Chelsea football hooligan who lives for violence, sex, drugs & alcohol."
385752,Zlati kompas,2007,2007,113,2007,6.1,51,183828,70107728,PG-13,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization."
385880,Hisa posasti,2006,2006,91,2006,6.6,68,110468,73661010,PG,"Three teens discover that their neighbor's house is really a living, breathing, scary monster."
385887,Brooklyn brez matere,2019,2019,144,2019,6.8,60,51613,,R,"In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend."
386005,San ging chaat goo si,2004,2004,123,2004,7.0,,26187,,R,"A hero cop accidentally leads his team into a trap from which he is the only survivor. Drowning his guilt in booze, he is eventually assigned a new younger partner who turns out to have his own secrets."
386117,"Tam, kjer so stvari divje",2009,2009,101,2009,6.7,71,103051,77233467,PG,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king."
386140,Legenda o Zorru,2005,2005,129,2005,6.0,47,98002,46464023,PG,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action."
386588,Hitch: Zdravilo za sodobnega moskega,2005,2005,118,2005,6.6,58,305953,179495555,PG-13,A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.
386676,Pisarna,2005,2013,22,2005–2013,8.9,,482028,,,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium."
387131,Zvesti vrtnar,2005,2005,129,2005,7.4,82,137092,33579797,R,"A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
387199,Priskledniki,2004,2011,28,2004–2011,8.4,,163288,,,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.
387564,Sestavljanka groze,2004,2004,103,2004,7.6,46,400316,56000369,R,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
387764,Peep Show,2003,2015,25,2003–2015,8.6,,56521,,,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.
387808,Idiotizem,2006,2006,84,2006,6.6,66,154076,438653,R,"Private Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive."
387877,Crna dalija,2006,2006,121,2006,5.6,49,73047,22518325,R,"Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation."
387898,Skrito,2005,2005,117,2005,7.3,84,77239,3634407,R,A married couple is terrorized by a series of surveillance videotapes left on their front porch.
388139,"Vse je Slo k vragu, Pete Tong",2004,2004,90,2004,7.3,56,19785,120620,R,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.
388182,King of California,2007,2007,93,2007,6.6,63,22724,263674,PG-13,An unstable dad who after getting out of a mental institution tries to convince his daughter that there's Spanish gold buried somewhere under suburbia.
388482,Prenasalec 2,2005,2005,87,2005,6.3,56,197578,43095600,PG-13,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official."
388629,One Piece: Wan pîsu,1999,2022,24,1999–,8.8,,87668,,,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece""."
388795,Gora Brokeback,2005,2005,134,2005,7.7,87,340399,83043761,R,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
388980,The Greatest Game Ever Played,2005,2005,120,2005,7.4,55,29622,15331289,PG,"In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon."
389557,Crna knjiga,2006,2006,145,2006,7.7,71,74961,4398392,R,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
389722,30 dni teme,2007,2007,113,2007,6.6,53,171471,39568996,R,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires."
389790,Cebelji film,2007,2007,91,2007,6.1,54,152095,126631277,PG,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them."
389860,Klik - za popolno zivljenje,2006,2006,107,2006,6.4,45,317813,137355633,PG-13,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
389957,Edison,2005,2005,99,2005,5.3,,15261,,R,"Upon discovering a den of corrupt policemen, a fresh-faced journalist makes shaky allies in a jaded reporter and investigator for a powerful district attorney."
390384,Primer,2004,2004,77,2004,6.9,68,103183,424760,PG-13,"Four friends/fledgling entrepreneurs, knowing that there's something bigger and more innovative than the different error-checking devices they've built, wrestle over their new invention."
391198,The Grudge,2004,2004,91,2004,5.9,49,142274,110359362,PG-13,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
391304,Vec kot ljubezen,2005,2005,107,2005,6.6,48,68530,21835784,PG-13,Unacquainted Emily and Oliver join the mile-high club together on the way from LAX to NYC--end of story. Except that they keep meeting constantly over the next seven years..
393109,Zadetek,2005,2005,110,2005,7.2,72,104054,2060589,R,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.
