id,naslov,leto-zacetek,leto-konec,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
119925,Postar,1997,1997,177,1997,6.1,29,71592,17626234,R,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.
119942,Prave barve,1998,1998,143,1998,6.7,70,28463,38966057,R,A man joins the political campaign of a smooth-operator candidate for President of the U.S.
119978,Mojster za dez,1997,1997,135,1997,7.2,72,69991,45856732,PG-13,An underdog lawyer takes on a fraudulent insurance company.
120053,Svetnik,1997,1997,116,1997,6.2,50,66017,61355436,PG-13,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret."
120082,Krik 2,1997,1997,120,1997,6.2,63,167430,101363301,R,"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings."
120102,Sedem let v Tibetu,1997,1997,136,1997,7.1,55,137338,37957682,PG-13,"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet."
120148,Sliding Doors,1998,1998,99,1998,6.7,59,65655,11883495,,"A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel."
120157,Vojak,1998,1998,99,1998,6.1,,55343,14567883,R,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
120176,Spanski zapornik,1997,1997,110,1997,7.2,70,24118,10200000,PG,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.
120177,Spawn,1997,1997,96,1997,5.2,34,66400,54967359,PG-13,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil."
120179,Hitrost 2 - Brez zavor,1997,1997,121,1997,3.9,23,78804,48608066,PG-13,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
120184,Sfera,1998,1998,134,1998,6.1,35,104222,37020277,PG-13,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.
120188,Trije kralji,1999,1999,114,1999,7.1,82,166509,60652036,R,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help."
120201,Vesoljski bojevniki,1997,1997,129,1997,7.2,51,281123,54814377,R,"Humans in a fascist, militaristic future wage war with giant alien bugs."
120207,Steel,1997,1997,97,1997,2.9,,13187,1710972,PG-13,A scientist for the military turns himself into a cartoon-like superhero when a version of one of his own weapons is being used against enemies.
120324,Preprost načrt,1998,1998,121,1998,7.5,82,67294,16311763,R,"Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan."
120338,Titanik,1997,1997,194,1997,7.8,75,1101649,659325379,PG-13,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
120347,James Bond - Jutri nikoli ne umre,1997,1997,119,1997,6.5,52,188621,125332007,PG-13,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.
120363,Svet igrač 2,1999,1999,92,1999,7.9,88,551247,245852179,,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
120382,Trumanov show,1998,1998,103,1998,8.1,90,997010,125618201,PG,An insurance salesman discovers his whole life is actually a reality TV show.
120399,Popolni preobrat,1997,1997,125,1997,6.7,54,51113,6633400,R,A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.
120461,Vulkan,1997,1997,104,1997,5.5,55,74721,49323468,PG-13,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.
120483,"Moz, ki je premalo vedel",1997,1997,94,1997,6.6,,31772,13801755,PG,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.
120484,Mamin sinko,1998,1998,90,1998,6.2,41,155874,161491646,PG-13,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
120520,Let bele golobice,1997,1997,102,1997,7.1,73,12109,13718385,R,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying, she sees a chance to have both the privileged life she cannot give up and the lover she cannot live without."
120524,Wishmaster,1997,1997,90,1997,5.8,,22580,15719109,R,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth."
120540,Yes Boss,1997,1997,163,1997,6.8,,13002,,,"Rahul Joshi wants to be a successful businessman so he works hard for his boss Siddharth. One day Rahul meets Seema, an up and coming model, and he feels like he's finally met his match. Will Seema fall for Rahul?"
120577,54,1998,1998,93,1998,5.8,33,32631,16574731,R,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.
120586,Generacija X,1998,1998,119,1998,8.5,62,1072456,6719864,R,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
120587,Mravljinec Z,1998,1998,83,1998,6.5,72,150809,90757863,PG,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.
120591,Armageddon,1998,1998,151,1998,6.7,42,409679,201573391,PG-13,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet."
120595,Babe: Pig in the City,1998,1998,97,1998,5.8,68,32774,18319860,,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
120601,Biti John Malkovich,1999,1999,113,1999,7.7,90,324399,22858926,R,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
120609,Veliki zadetek,1998,1998,91,1998,6.1,31,29553,27052167,R,"Socially anxious hitman Melvin Smiley, an expert in his lucrative field, goes on a job and falls in love with his kidnapping victim, turning his world upside down."
120611,Blade,1998,1998,120,1998,7.1,47,258747,70087718,R,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
120616,Mumija,1999,1999,124,1999,7.0,48,409529,155247825,PG-13,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
120620,Brokedown Palace,1999,1999,100,1999,6.5,44,22340,10114315,PG-13,Two women are arrested for smuggling while vacationing in Thailand.
120623,Zivljenje zuzelk,1998,1998,95,1998,7.2,77,279017,162798565,,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
120630,Chicken Run,2000,2000,84,2000,7.0,88,184051,106834564,,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners."
120631,Pepelkina ljubezenska zgodba,1998,1998,121,1998,7.0,66,72834,65705771,PG-13,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor."
120632,Mesto angelov,1998,1998,114,1998,6.7,54,117437,78685114,PG-13,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven."
120633,Pravda za vsako ceno,1998,1998,115,1998,6.6,68,28418,56702901,PG-13,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career."
120647,Zadnji udarec,1998,1998,120,1998,6.2,40,172124,140464664,PG-13,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst."
120657,The 13th Warrior,1999,1999,102,1999,6.6,42,120900,32698899,R,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land."
120662,Eye of the Beholder,1999,1999,109,1999,5.0,29,15150,16459004,R,"A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel."
120663,Široko zaprte oči,1999,1999,159,1999,7.4,68,320345,55691208,R,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing."
120667,Fantastic Four,2005,2005,106,2005,5.7,40,319958,154696080,PG-13,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
120669,Strah in groza v Las Vegasu,1998,1998,118,1998,7.6,41,269977,10680275,R,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
120679,Frida,2002,2002,123,2002,7.4,61,86079,25885000,R,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work."
120681,Iz pekla,2001,2001,122,2001,6.8,54,151285,31602566,R,"In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper."
120684,Gods and Monsters,1998,1998,105,1998,7.4,74,30335,6390032,R,The last days of Frankenstein (1931) director James Whale are explored.
120685,Godzila,1998,1998,139,1998,5.4,32,188775,136314294,PG-13,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.
120686,Z roko v roki,1998,1998,125,1998,6.8,58,64387,91137662,PG-13,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother."
120689,Zelena milja,1999,1999,189,1999,8.6,61,1212033,136801374,R,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
120694,Halloween H20: 20 Years Later,1998,1998,86,1998,5.8,52,71439,55041738,R,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance."
120701,Genij,1998,1998,114,1998,4.9,41,19718,12065985,PG,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm."
120710,In Dreams,1999,1999,100,1999,5.5,,12868,12017369,R,"A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again."
120728,The Last Days of Disco,1998,1998,113,1998,6.7,76,12876,2987297,R,"Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco."
120735,"Morilci, tatovi in dve nabiti šibrovki",1998,1998,107,1998,8.2,66,557819,3897569,R,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
120737,Gospodar prstanov: Bratovscina prstana,2001,2001,178,2001,8.8,92,1741872,315544750,PG-13,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
120738,Izgubljeni v vesolju,1998,1998,130,1998,5.2,42,70994,69117629,PG-13,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.
120741,Jane Austen's Mafia!,1998,1998,87,1998,5.6,,15150,19882538,PG-13,Takeoff on the Godfather with the son of a mafia king taking over for his dying father
120744,Moz z zelezno masko,1998,1998,132,1998,6.5,48,162088,56968902,PG-13,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?
120746,Zorro,1998,1998,136,1998,6.8,63,176494,94095523,PG-13,"A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance."
120749,Merkurjev srd,1998,1998,111,1998,6.1,37,72041,32940507,R,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.
120751,Mighty Joe Young,1998,1998,114,1998,5.7,51,28616,50632037,PG,"A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe."
120755,Mission: Impossible II,2000,2000,123,2000,6.1,59,327016,215409889,PG-13,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera""."
120762,Mulan,1998,1998,88,1998,7.6,71,270415,120620254,,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
120764,My Favorite Martian,1999,1999,94,1999,5.1,33,13346,36830057,PG,A Martian lands on Earth and makes friends with a reporter.
120768,Pogajalec,1998,1998,140,1998,7.3,62,136504,44484065,R,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth."
120780,Dalec od oci,1998,1998,123,1998,7.0,85,89707,37562568,R,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped."
120783,Past za starse,1998,1998,128,1998,6.6,64,128880,66308518,PG,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
120784,Mascevanje,1999,1999,100,1999,7.1,46,135501,81526121,R,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
120786,The Patriot,1998,1998,90,1998,4.2,,12379,,R,"A respected doctor must race against time to find a cure for a lethal virus, unleashed by a paramilitary militia leader."
120787,Popolni umor,1998,1998,107,1998,6.5,50,82756,67638368,R,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder."
120789,Pleasantville,1998,1998,124,1998,7.5,71,125674,40568025,PG-13,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
120791,Carovnije za vsak dan,1998,1998,104,1998,6.3,46,77840,46683377,PG-13,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
120794,The Prince of Egypt,1998,1998,99,1998,7.1,64,125242,101217900,PG,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
120797,Kontrolorji leta,1999,1999,124,1999,6.0,47,29105,8406264,R,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives."
120802,Le violon rouge,1998,1998,130,1998,7.6,57,32580,9473382,R,"A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner."
120804,Resident Evil,2002,2002,100,2002,6.7,33,258680,40119709,R,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
120815,Reševanje vojaka Ryana,1998,1998,169,1998,8.6,91,1301229,216540909,R,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
120824,Ladijske novice,2001,2001,111,2001,6.7,47,32611,11434216,R,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.
120828,"Šest dni, sedem noči",1998,1998,102,1998,5.8,51,75224,74329966,PG-13,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
120831,Slums of Beverly Hills,1998,1998,91,1998,6.6,69,12604,5480318,R,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills."
120832,Snake Eyes,1998,1998,98,1998,6.0,52,79010,55585389,R,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
120841,Species II,1998,1998,93,1998,4.4,19,28728,19165560,R,"An astronaut gets infected with alien DNA during the first mission on Mars and runs amok on earth. Preston and Laura team up with a peaceful, genetically re-engineered Sil to track the monster down."
120844,Star Trek: Insurrection,1998,1998,103,1998,6.4,64,73224,70117571,PG,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
120857,Un tè con Mussolini,1999,1999,117,1999,6.9,53,13144,14348123,PG,An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.
120863,Tanka rdeca crta,1998,1998,170,1998,7.6,78,181150,36400491,R,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
120866,Titus,1999,1999,162,1999,7.1,57,20312,1921350,R,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
120868,"Torrente, el brazo tonto de la ley",1998,1998,97,1998,6.8,,12163,,,"José Luis Torrente, a former policeman fights against the oriental mafia in Madrid."
120873,Zvezni šerifi,1998,1998,131,1998,6.6,47,100623,57167405,PG-13,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder."
120877,Vampires,1998,1998,108,1998,6.1,42,56455,20241395,R,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
120885,Pasji dnevi,1997,1997,97,1997,7.1,73,81650,43022524,R,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal."
120888,Porociva se,1998,1998,97,1998,6.9,59,142335,80245725,PG-13,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
120889,Zivljenje po zivljenju,1998,1998,113,1998,7.0,44,106146,55485043,PG-13,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her."
120890,Divje strasti,1998,1998,108,1998,6.5,52,115109,29753944,R,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.
120891,"Divji, divji zahod",1999,1999,106,1999,4.9,38,156930,113805681,PG-13,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
120901,Wrongfully Accused,1998,1998,87,1998,6.1,,24877,9623329,PG-13,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail."
120902,Dosjeji X,1998,1998,121,1998,7.0,60,103892,83898313,PG-13,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.
120903,Mozje X,2000,2000,104,2000,7.4,64,590443,157299717,PG-13,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
120907,eXistenZ,1999,1999,97,1999,6.8,68,97467,2840417,R,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.
120912,Mozje v crnem 2,2002,2002,88,2002,6.2,49,358026,190418803,PG-13,Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.
120915,Vojna zvezd: Epizoda I - Grozeca prikazen,1999,1999,136,1999,6.5,51,759894,474544677,PG,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."
120917,Cesarjeva nova podoba,2000,2000,78,2000,7.4,70,191295,89302687,,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
121164,Mrtva nevesta,2005,2005,77,2005,7.3,83,258133,53359111,PG,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
121220,Dragon Ball Z: Doragon bôru zetto,1989,1996,24,1989–1996,8.7,,74020,,,The adventures of Earth's martial arts defender Son Goku continue with a new family and the revelation of his alien origin. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.
121765,Vojna zvezd: Epizoda II - Napad klonov,2002,2002,142,2002,6.5,54,669404,310675583,PG,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi."
121766,Vojna zvezd: Epizoda III - Mascevanje Sitha,2005,2005,140,2005,7.5,68,741815,380262555,PG-13,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
121955,South Park,1997,2022,22,1997–,8.7,,346312,,,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado."
122151,Smrtonosno orozje 4,1998,1998,127,1998,6.6,37,158404,130444603,R,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil."
122459,Vrni se,2000,2000,115,2000,6.9,54,20572,32662299,PG,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.
122541,Idealni mož,1999,1999,97,1999,6.8,67,15608,18535191,PG-13,"London 1895: Cabinet minister, Sir Chiltern, and bachelor, Lord Goring, are victims of scheming women."
122690,Ronin,1998,1998,122,1998,7.3,67,178453,41616262,R,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.
122718,Small Soldiers,1998,1998,108,1998,6.2,,96419,54682547,PG-13,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."
122933,Analiza pa taka,1999,1999,103,1999,6.7,61,149967,106885658,R,A comedy about a psychiatrist whose number one patient is an insecure mob boss.
123209,Tista druga sestra,1999,1999,129,1999,6.5,28,12227,27797271,PG-13,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.
123948,Cure,1997,1997,111,1997,7.4,70,13417,94596,,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.
124315,The Cider House Rules,1999,1999,126,1999,7.4,75,96271,57545092,PG-13,"A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world."
125022,Lomilki src,2001,2001,123,2001,6.2,47,53293,40336607,PG-13,A mother and daughter con team seduce and scam wealthy men.
125439,Notting Hill,1999,1999,124,1999,7.1,68,292564,116089678,PG-13,The life of a simple bookshop owner changes when he meets the most famous film star in the world.
125454,Paulie,1998,1998,91,1998,6.5,,14959,27008669,PG,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey."
125659,Abre los ojos,1997,1997,119,1997,7.7,,67638,368234,R,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
125664,Mož z Lune,1999,1999,118,1999,7.4,58,127931,34580635,R,The life and career of legendary comedian Andy Kaufman.
126029,Shrek,2001,2001,90,2001,7.9,84,641891,267665011,PG,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
126170,Recess,1997,2001,23,1997–2001,7.8,,24107,,,"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority."
126250,Cookie's Fortune,1999,1999,118,1999,6.9,70,13185,10919177,PG-13,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.
126388,Legionnaire,1998,1998,99,1998,5.5,,23614,,R,"Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs."
126886,Volitve,1999,1999,103,1999,7.2,83,94307,14879556,R,A high school teacher meets his match in an over-achieving student politician.
127536,Elizabeta,1998,1998,124,1998,7.4,75,96250,30082699,R,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
128278,Instinct,1999,1999,126,1999,6.6,43,32722,34098563,R,"When noted anthropologist Dr. Ethan Powell, who left society to live in the jungle is imprisoned for murder, it's up to young psychiatrist Theo Caulder to get through to him."
128442,Kvartopirci,1998,1998,121,1998,7.3,54,146983,22905674,R,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school."
128445,Rushmore,1998,1998,93,1998,7.7,86,177368,17105219,R,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
128853,Čaka te pošta,1998,1998,119,1998,6.7,57,204090,115821495,PG,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet both blissfully unaware that he's trying to put her out of business."
129167,Zelezni velikan,1999,1999,86,1999,8.0,85,181915,23159305,PG,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
129290,Zdravnik s srcem,1998,1998,115,1998,6.8,25,110091,135026902,PG-13,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
129387,Nori na Mary,1998,1998,119,1998,7.1,69,301929,176484651,R,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
130018,I Still Know What You Did Last Summer,1998,1998,100,1998,4.7,21,71825,40002112,R,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
130623,Dinosaur,2000,2000,82,2000,6.5,56,57227,137748063,PG,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
130827,Lola rennt,1998,1998,81,1998,7.7,77,194428,7267585,R,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
131179,Meitantei Conan,1996,2022,25,1996–,8.4,,12048,,,The cases of a detective whose physical age was chemically reversed to that of a prepubescent boy but must hide his true mental development.
131325,Bowfinger,1999,1999,97,1999,6.4,71,69132,66384775,PG-13,"When a desperate movie producer fails to get a major star for his bargain basement film, he decides to shoot the film secretly around him."
131613,Teenage Mutant Ninja Turtles,1987,1996,23,1987–1996,7.9,,32442,,,The adventures of a quartet of humanoid warrior turtles and their friends.
131704,The Adventures of Rocky & Bullwinkle,2000,2000,92,2000,4.2,36,20044,26000610,PG,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio."
132347,Mystery Men,1999,1999,121,1999,6.1,65,65489,29762011,PG-13,A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.
132477,Oktobrsko nebo,1999,1999,108,1999,7.8,71,87422,32481825,PG,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
132512,At First Sight,1999,1999,128,1999,6.0,40,13521,22365133,PG-13,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.
133046,Teaching Mrs. Tingle,1999,1999,96,1999,5.3,35,20408,8946237,PG-13,"The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way."
133093,Matrica,1999,1999,136,1999,8.7,73,1774544,171479930,R,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
133240,Treasure Planet,2002,2002,95,2002,7.2,60,110438,38176783,PG,"A Disney animated version of ""Treasure Island"". The only difference is that this movie is set in outer space with alien worlds and other galactic wonders."
133751,Zbornica,1998,1998,104,1998,6.5,61,117526,40064955,R,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings."
133952,Obsedno stanje,1998,1998,116,1998,6.4,53,71266,40981289,R,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
134084,Krik 3,2000,2000,116,2000,5.6,56,130605,89138076,R,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
134119,Nadarjeni gospod Ripley,1999,1999,139,1999,7.4,76,197679,81298265,R,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
